"name";"continent";"iso3";"label";"color";"strength";"eigenv";"between";"closen"
"Poland";"Europe";"POL";"POL";"skyblue";402046988,37;0,119599017431889;1332;4,06292234948389e-05
"Portugal";"Europe";"PRT";"PRT";"skyblue";115001165,293;0,0260769167870767;672;4,06176650075746e-05
"Guinea-Bissau";"Africa";"GNB";"GNB";"tomato";529447,057;8,57846476578659e-05;0;3,7905100466686e-05
"Timor-Leste";"Asia";"TLS";"TLS";"gold";1026357,874;0,000206190268526763;0;3,97143165818461e-05
"Qatar";"Asia";"QAT";"QAT";"gold";37559793,691;0,0260024266212583;0;4,05631816596101e-05
"Romania";"Europe";"ROU";"ROU";"skyblue";139110089,326;0,0300856059988272;671;4,06188634814626e-05
"Russian Federation";"Europe";"RUS";"RUS";"skyblue";201060270,974;0,142124598558764;223;4,06302223721172e-05
"Rwanda";"Africa";"RWA";"RWA";"tomato";2096648,514;0,000468120300746137;0;3,9925952287105e-05
"Saint Barth̩lemy";"Americas";"BLM";"BLM";"palegreen3";236219,87;2,84985379196185e-05;0;3,90224911138125e-05
"Saint Helena";"Africa";"SHN";"SHN";"tomato";53128,305;1,57212157546203e-05;0;2,86067102461077e-05
"Saint Kitts and Nevis";"Americas";"KNA";"KNA";"palegreen3";291289,971;0,000112482032696604;0;3,82605674040737e-05
"Anguilla";"Americas";"AIA";"AIA";"palegreen3";209070,365;4,13900168921129e-05;0;3,79679240736294e-05
"Saint Lucia";"Americas";"LCA";"LCA";"palegreen3";1238498,987;0,000555974831500108;0;4,05234438987978e-05
