Kraj_importujacy,Kraj_eksportujacy,Wartosc_importu
Afghanistan,Azerbaijan,513.728
Afghanistan,Australia,245.811
Afghanistan,Austria,17776.269
Afghanistan,Bahamas,0.009
Afghanistan,Barbados,60.861
Afghanistan,Belgium,50893.685
Afghanistan,Bosnia Herzegovina,954.8900000000001
Afghanistan,Brazil,3098.084
Afghanistan,Bulgaria,3120.727
Afghanistan,Cambodia,277.85
Afghanistan,Canada,2291.016
Afghanistan,Sri Lanka,729.337
Afghanistan,Chile,24.76
Afghanistan,China,1543499.519
Afghanistan,Croatia,613.968
Afghanistan,Cyprus,2615.42
Afghanistan,Czechia,2032.7350000000001
Afghanistan,Benin,0.495
Afghanistan,Denmark,10706.721
Afghanistan,El Salvador,0.44
Afghanistan,Estonia,52.749
Afghanistan,Finland,127.152
Afghanistan,France,27332.959
Afghanistan,Germany,71237.59
Afghanistan,Greece,4496.902
Afghanistan,"China, Hong Kong SAR",940.795
Afghanistan,Hungary,5899.544
Afghanistan,Indonesia,6251.237
Afghanistan,Ireland,2017.137
Afghanistan,Italy,17848.784
Afghanistan,Japan,6701.581
Afghanistan,Kazakhstan,527798.583
Afghanistan,Kenya,10168.016
Afghanistan,Rep. of Korea,35670.901
Afghanistan,Kuwait,476.257
Afghanistan,Kyrgyzstan,50488.994000000006
Afghanistan,Latvia,190.277
Afghanistan,Lithuania,2000.744
Afghanistan,Luxembourg,5656.378
Afghanistan,Malaysia,228642.909
Afghanistan,"Other Asia, nes",235.48
Afghanistan,Rep. of Moldova,167.129
Afghanistan,Montenegro,24.882
Afghanistan,Morocco,88.688
Afghanistan,Mozambique,139.73
Afghanistan,Netherlands,23477.358
Afghanistan,Norway,75.364
Afghanistan,Pakistan,1512982.529
Afghanistan,Philippines,939.527
Afghanistan,Poland,9532.721
Afghanistan,Portugal,2326.964
Afghanistan,Romania,2789.87
Afghanistan,Saudi Arabia,3101.982
Afghanistan,Serbia,548.902
Afghanistan,India,333522.3
Afghanistan,Singapore,706.562
Afghanistan,Slovakia,1163.885
Afghanistan,Slovenia,3170.634
Afghanistan,South Africa,3180.573
Afghanistan,Spain,9047.237
Afghanistan,Sweden,1624.679
Afghanistan,Switzerland,3399.36
Afghanistan,Thailand,13808.544
Afghanistan,Tunisia,461.242
Afghanistan,TÃ¼rkiye,210683.437
Afghanistan,Ukraine,775.82
Afghanistan,North Macedonia,65.565
Afghanistan,Egypt,933.917
Afghanistan,United Kingdom,7275.2300000000005
Afghanistan,United Rep. of Tanzania,35.045
Afghanistan,USA,10636.76
Afghanistan,Uzbekistan,921753.039
Albania,Algeria,58478.04
Albania,Azerbaijan,1827.0659999999998
Albania,Argentina,7458.765
Albania,Australia,1868.28
Albania,Austria,92683.463
Albania,Bahrain,20246.798000000003
Albania,Bangladesh,39121.787
Albania,Armenia,188.31699999999998
Albania,Barbados,5.615
Albania,Belgium,62632.426
Albania,Bolivia (Plurinational State of),49.287
Albania,Bosnia Herzegovina,27367.484
Albania,Brazil,98159.832
Albania,Bulgaria,280027.961
Albania,Myanmar,1625.175
Albania,Belarus,607.448
Albania,Cambodia,4133.51
Albania,Canada,70682.304
Albania,Sri Lanka,12093.603000000001
Albania,Chile,855.545
Albania,China,1188361.978
Albania,Colombia,12210.971
Albania,Costa Rica,648.279
Albania,Croatia,101723.138
Albania,Cuba,165.193
Albania,Cyprus,3627.6809999999996
Albania,Czechia,97332.144
Albania,Denmark,24499.663
Albania,Dominican Rep.,574.079
Albania,Ecuador,24416.058
Albania,Ethiopia,567.782
Albania,Estonia,2133.237
Albania,Falkland Isds (Malvinas),1276.811
Albania,Finland,9625.605
Albania,France,120231.441
Albania,Gabon,163.076
Albania,Georgia,59.611
Albania,Gambia,2.979
Albania,Germany,594143.084
Albania,Greece,886202.259
Albania,Guatemala,114.651
Albania,Guyana,6.078
Albania,Honduras,245.346
Albania,"China, Hong Kong SAR",4840.306
Albania,Hungary,135519.344
Albania,Iceland,1.083
Albania,Indonesia,22809.365
Albania,Iran,1889.592
Albania,Ireland,24510.033
Albania,Israel,31340.725
Albania,Italy,2003891.229
Albania,CÃ´te d'Ivoire,2234.707
Albania,Jamaica,15.114
Albania,Japan,35150.35
Albania,Kazakhstan,6886.346
Albania,Jordan,574.747
Albania,Kenya,111.062
Albania,Rep. of Korea,200965.21
Albania,Kuwait,9876.115
Albania,Lao People's Dem. Rep.,36.159
Albania,Latvia,3504.904
Albania,Libya,20998.777
Albania,Lithuania,13034.280999999999
Albania,Luxembourg,1465.294
Albania,Madagascar,49.992
Albania,Malaysia,22825.23
Albania,Malta,1082.6139999999998
Albania,Mauritius,121.134
Albania,Mexico,5340.099
Albania,"Other Asia, nes",13337.23
Albania,Rep. of Moldova,3074.795
Albania,Montenegro,32057.688
Albania,Morocco,9216.135
Albania,Mozambique,4.605
Albania,Oman,15691.226
Albania,Namibia,7.625
Albania,Netherlands,133770.913
Albania,New Zealand,646.337
Albania,Nicaragua,70.528
Albania,Nigeria,4634.541
Albania,Norway,8640.116
Albania,Pakistan,10953.367
Albania,Panama,36.28
Albania,Paraguay,18976.277000000002
Albania,Peru,1416.887
Albania,Philippines,769.394
Albania,Poland,196831.525
Albania,Portugal,16250.393
Albania,Qatar,5794.089
Albania,Romania,107763.946
Albania,Russian Federation,32109.201999999997
Albania,Rwanda,15.351
Albania,San Marino,733.308
Albania,Saudi Arabia,203349.723
Albania,Senegal,937.81
Albania,Serbia,369645.676
Albania,India,129725.447
Albania,Singapore,3201.524
Albania,Slovakia,52715.658
Albania,Viet Nam,28287.341
Albania,Slovenia,104941.87700000001
Albania,South Africa,5016.186
Albania,Spain,117609.29
Albania,Sweden,23055.022
Albania,Switzerland,109967.061
Albania,Syria,95.062
Albania,Thailand,30487.14
Albania,United Arab Emirates,1435.291
Albania,Tunisia,13025.955
Albania,TÃ¼rkiye,955558.263
Albania,Turkmenistan,1520.468
Albania,Uganda,1533.481
Albania,Ukraine,35131.705
Albania,North Macedonia,124367.973
Albania,Egypt,100755.998
Albania,United Kingdom,83868.113
Albania,United Rep. of Tanzania,78.742
Albania,USA,209136.876
Albania,Uruguay,207.427
Albania,Uzbekistan,84.19500000000001
Albania,Venezuela,21.239
Albania,Zambia,148.65
Algeria,Angola,130.564
Algeria,Azerbaijan,2538.731
Algeria,Argentina,850722.7640000001
Algeria,Australia,50315.867
Algeria,Austria,170522.641
Algeria,Bahrain,348201.518
Algeria,Armenia,26.112
Algeria,Belgium,708887.314
Algeria,Bolivia (Plurinational State of),23.574
Algeria,Bosnia Herzegovina,13205.451
Algeria,Brazil,2567007.389
Algeria,Brunei Darussalam,60.823
Algeria,Bulgaria,565481.25
Algeria,Myanmar,397.884
Algeria,Cambodia,480.84000000000003
Algeria,Canada,959271.169
Algeria,Sri Lanka,1228.357
Algeria,Chile,6479.079
Algeria,China,11671496.696
Algeria,Colombia,3273.082
Algeria,Costa Rica,219.363
Algeria,Croatia,16703.856
Algeria,Cyprus,1744.177
Algeria,Czechia,101282.44
Algeria,Denmark,80044.793
Algeria,Dominican Rep.,851.812
Algeria,Ecuador,120993.034
Algeria,El Salvador,827.246
Algeria,Estonia,3493.886
Algeria,Finland,154404.861
Algeria,France,5172582.608
Algeria,Germany,2215899.787
Algeria,Greece,153727.989
Algeria,Guatemala,548.086
Algeria,"China, Hong Kong SAR",178977.163
Algeria,Hungary,75831.018
Algeria,Iceland,63.306
Algeria,Indonesia,309214.445
Algeria,Ireland,140152.198
Algeria,Italy,2930026.321
Algeria,CÃ´te d'Ivoire,105044.962
Algeria,Japan,129388.223
Algeria,Kazakhstan,3135.84
Algeria,Kenya,2340.17
Algeria,Rep. of Korea,291451.354
Algeria,Kuwait,20260.872
Algeria,Kyrgyzstan,0.007
Algeria,Latvia,15968.912
Algeria,Lithuania,29503.507999999998
Algeria,Luxembourg,19458.579999999998
Algeria,Madagascar,2120.514
Algeria,Malawi,1647.784
Algeria,Malaysia,120625.304
Algeria,Malta,1251.871
Algeria,Mauritania,134218.33299999998
Algeria,Mexico,9521.521
Algeria,"Other Asia, nes",94335.479
Algeria,Rep. of Moldova,84.061
Algeria,Morocco,9240.426
Algeria,Mozambique,5.69
Algeria,Netherlands,763437.369
Algeria,New Zealand,520268.02499999997
Algeria,Niger,1314.9850000000001
Algeria,Nigeria,2691.61
Algeria,Norway,60087.931
Algeria,Pakistan,22601.636
Algeria,Paraguay,1052.8999999999999
Algeria,Peru,4507.155
Algeria,Philippines,1353.137
Algeria,Poland,693851.641
Algeria,Portugal,501674.121
Algeria,Qatar,2285.097
Algeria,Romania,272834
Algeria,Saudi Arabia,1084648.717
Algeria,Senegal,1126.248
Algeria,Serbia,262116.117
Algeria,India,943696.04
Algeria,Singapore,75446.325
Algeria,Slovakia,23066.524
Algeria,Slovenia,103025.98000000001
Algeria,South Africa,19661.714
Algeria,Zimbabwe,366.259
Algeria,Spain,823934.121
Algeria,Sweden,288482.942
Algeria,Switzerland,248796.676
Algeria,Thailand,71642.23
Algeria,Tunisia,545104.209
Algeria,TÃ¼rkiye,2871302.463
Algeria,Uganda,67469.455
Algeria,Ukraine,317885.311
Algeria,North Macedonia,99.116
Algeria,Egypt,995302.145
Algeria,United Kingdom,267559.262
Algeria,United Rep. of Tanzania,5392.228
Algeria,USA,986958.329
Algeria,Burkina Faso,1273.3220000000001
Algeria,Uruguay,201914.733
Algeria,Uzbekistan,301.989
American Samoa,Australia,9604.523
American Samoa,Belgium,62.471000000000004
American Samoa,Brazil,873.659
American Samoa,Canada,397.672
American Samoa,Sri Lanka,1859.485
American Samoa,Denmark,87.837
American Samoa,Ecuador,121.456
American Samoa,El Salvador,1.0630000000000002
American Samoa,Fiji,29373.619
American Samoa,France,163.68800000000002
American Samoa,Germany,1.764
American Samoa,"China, Hong Kong SAR",339.119
American Samoa,Hungary,12.234
American Samoa,Indonesia,3940.956
American Samoa,Ireland,0.933
American Samoa,Italy,160.836
American Samoa,Japan,2435.2709999999997
American Samoa,Kenya,36.643
American Samoa,Rep. of Korea,13718.149
American Samoa,Malaysia,95240.807
American Samoa,Mauritius,0.572
American Samoa,"Other Asia, nes",16102.545
American Samoa,Netherlands,27.949
American Samoa,New Zealand,23087.838
American Samoa,Pakistan,6.47
American Samoa,Philippines,3260.587
American Samoa,Poland,359.341
American Samoa,Portugal,325.344
American Samoa,Senegal,77.321
American Samoa,India,6003.071000000001
American Samoa,Singapore,42695.516
American Samoa,South Africa,45.385000000000005
American Samoa,Spain,717.208
American Samoa,Sweden,323.157
American Samoa,Switzerland,8.705
American Samoa,Thailand,2355.842
American Samoa,TÃ¼rkiye,62.980000000000004
American Samoa,United Kingdom,33.069
American Samoa,United Rep. of Tanzania,8.698
American Samoa,Zambia,39.422
Andorra,Angola,224.02800000000002
Andorra,Austria,8120.5470000000005
Andorra,Belgium,14743.714
Andorra,Brazil,109.669
Andorra,Bulgaria,424.482
Andorra,Cambodia,23.871
Andorra,Canada,164.207
Andorra,Sri Lanka,6.4270000000000005
Andorra,Chile,84.64
Andorra,China,10816.741
Andorra,Colombia,8.114
Andorra,Croatia,1.613
Andorra,Czechia,3054.462
Andorra,Denmark,2020.639
Andorra,Dominican Rep.,166.654
Andorra,El Salvador,25.066
Andorra,Estonia,129.838
Andorra,Finland,282.05899999999997
Andorra,France,298169.248
Andorra,Germany,81769.022
Andorra,Greece,332.822
Andorra,Honduras,7.96
Andorra,"China, Hong Kong SAR",532.285
Andorra,Hungary,133.734
Andorra,Indonesia,157.672
Andorra,Ireland,770.551
Andorra,Israel,104
Andorra,Italy,29134.734
Andorra,Japan,162.302
Andorra,Kenya,0.43700000000000006
Andorra,Rep. of Korea,281.724
Andorra,Latvia,9.059000000000001
Andorra,Lithuania,369.119
Andorra,Luxembourg,4769.052
Andorra,Malaysia,82.24600000000001
Andorra,Malta,1.448
Andorra,"Other Asia, nes",166.631
Andorra,Morocco,216.127
Andorra,Namibia,32.107
Andorra,Netherlands,22516.329
Andorra,New Zealand,2.1830000000000003
Andorra,Nicaragua,36.311
Andorra,Nigeria,29.165
Andorra,Norway,41.977000000000004
Andorra,Pakistan,0.551
Andorra,Philippines,38.745
Andorra,Poland,8485.349
Andorra,Portugal,9784.058
Andorra,Romania,1069.906
Andorra,Serbia,0.033
Andorra,India,283.618
Andorra,Singapore,108.324
Andorra,Slovakia,256.445
Andorra,Slovenia,121.701
Andorra,South Africa,301.28
Andorra,Spain,1344936.428
Andorra,Sweden,5230.978
Andorra,Switzerland,6467.706
Andorra,Thailand,827.996
Andorra,TÃ¼rkiye,395.748
Andorra,Ukraine,38.685
Andorra,North Macedonia,19.924
Andorra,United Kingdom,6866.455
Andorra,USA,4809.82
Angola,Afghanistan,11.577
Angola,Albania,255.6
Angola,Algeria,1334.722
Angola,Andorra,225.775
Angola,Antigua and Barbuda,982.635
Angola,Azerbaijan,327.553
Angola,Argentina,112115.825
Angola,Australia,7377.188
Angola,Austria,7973.164
Angola,Bahamas,0.15
Angola,Bahrain,5140.184
Angola,Bangladesh,583.424
Angola,Armenia,1.745
Angola,Barbados,0.565
Angola,Belgium,611963.405
Angola,Bermuda,3869.965
Angola,Bhutan,0.192
Angola,Bolivia (Plurinational State of),28273.667
Angola,Bosnia Herzegovina,331.36899999999997
Angola,Botswana,4569.5199999999995
Angola,Brazil,545676.524
Angola,Solomon Isds,1.8
Angola,Br. Virgin Isds,192
Angola,Brunei Darussalam,532.356
Angola,Bulgaria,6757.964
Angola,Myanmar,103.553
Angola,Belarus,362.596
Angola,Cambodia,198.686
Angola,Cameroon,3320.7219999999998
Angola,Canada,85559.495
Angola,Cabo Verde,138.786
Angola,Cayman Isds,10.886
Angola,Sri Lanka,3335.433
Angola,Chad,130.895
Angola,Chile,699.575
Angola,China,2522676.075
Angola,Colombia,2529.314
Angola,Comoros,0.535
Angola,Congo,15374.93
Angola,Dem. Rep. of the Congo,5420.484
Angola,Cook Isds,16.864
Angola,Costa Rica,145.28
Angola,Croatia,456.407
Angola,Cuba,51.520999999999994
Angola,Cyprus,511.41
Angola,Czechia,27278.37
Angola,Benin,5.146
Angola,Denmark,16034.133
Angola,Dominica,20.396
Angola,Dominican Rep.,81.60499999999999
Angola,Ecuador,291.954
Angola,El Salvador,2.265
Angola,Equatorial Guinea,261.629
Angola,Ethiopia,1674.039
Angola,Eritrea,6.083
Angola,Estonia,7911.039
Angola,Finland,9646.379
Angola,France,591509.117
Angola,Djibouti,0.1
Angola,Gabon,993.698
Angola,Georgia,3132.987
Angola,Gambia,4.465
Angola,Germany,357597.344
Angola,Ghana,3459.729
Angola,Gibraltar,153.227
Angola,Greece,5899.973
Angola,Guam,462.98999999999995
Angola,Guatemala,23.192
Angola,Guinea,163.573
Angola,Guyana,9638.224
Angola,Honduras,210.347
Angola,"China, Hong Kong SAR",15132.295
Angola,Hungary,5157.02
Angola,Iceland,459.986
Angola,Indonesia,190723.988
Angola,Iran,350.915
Angola,Iraq,0.597
Angola,Ireland,77348.83
Angola,Israel,8707.172
Angola,Italy,577626.68
Angola,CÃ´te d'Ivoire,11180.58
Angola,Jamaica,4.276
Angola,Japan,172944.152
Angola,Kazakhstan,1281.276
Angola,Jordan,436.242
Angola,Kenya,2871.5820000000003
Angola,Dem. People's Rep. of Korea,2831.724
Angola,Rep. of Korea,648655.446
Angola,Kuwait,26467.125
Angola,Kyrgyzstan,435.098
Angola,Lao People's Dem. Rep.,73.303
Angola,Lebanon,13004.706
Angola,Lesotho,0.001
Angola,Latvia,61917.498
Angola,Liberia,5455.9529999999995
Angola,Libya,12.384
Angola,Lithuania,70644.888
Angola,Luxembourg,10805.772
Angola,"China, Macao SAR",1200.471
Angola,Madagascar,21.92
Angola,Malawi,9519.26
Angola,Malaysia,285429.718
Angola,Mali,11.266
Angola,Malta,9056.057
Angola,Mauritania,3651.8489999999997
Angola,Mauritius,244.942
Angola,Mexico,50881.286
Angola,"Other Asia, nes",40756.28
Angola,Mongolia,11.473
Angola,Rep. of Moldova,26.659999999999997
Angola,Montenegro,3.116
Angola,Montserrat,172.831
Angola,Morocco,67114.257
Angola,Mozambique,34377.972
Angola,Oman,910.458
Angola,Namibia,36589.348
Angola,Nauru,420.196
Angola,Nepal,2.381
Angola,Netherlands,218038.336
Angola,CuraÃ§ao,75.525
Angola,Aruba,2.838
Angola,New Caledonia,17.488000000000003
Angola,Vanuatu,0.014
Angola,New Zealand,7540.54
Angola,Nicaragua,4.202
Angola,Niger,108.797
Angola,Nigeria,254666.131
Angola,Niue,11.219
Angola,Norway,276738.972
Angola,Marshall Isds,18.09
Angola,Pakistan,26568.781
Angola,Panama,1680.181
Angola,Papua New Guinea,9.567
Angola,Paraguay,14426.996000000001
Angola,Peru,58.431999999999995
Angola,Philippines,966.4449999999999
Angola,Pitcairn,0.02
Angola,Poland,201971.73
Angola,Portugal,1314468.619
Angola,Guinea-Bissau,28.476
Angola,Timor-Leste,6.015
Angola,Qatar,8997.695
Angola,Romania,70950.135
Angola,Russian Federation,106140.618
Angola,Rwanda,11.105
Angola,Saint Helena,3.896
Angola,Saint Kitts and Nevis,0.4
Angola,Saint Lucia,88.387
Angola,Saint Vincent and the Grenadines,25.884
Angola,Sao Tome and Principe,74.32300000000001
Angola,Saudi Arabia,36110.066
Angola,Senegal,8375.948
Angola,Serbia,2256.499
Angola,Seychelles,818.6659999999999
Angola,Sierra Leone,2822.2470000000003
Angola,India,811008.72
Angola,Singapore,410521.52999999997
Angola,Slovakia,3698.635
Angola,Viet Nam,20478.599
Angola,Slovenia,5012.58
Angola,Somalia,1.387
Angola,South Africa,480202.211
Angola,Zimbabwe,687.471
Angola,Spain,170246.922
Angola,Sudan,606.1899999999999
Angola,Suriname,153.802
Angola,Eswatini,408.88100000000003
Angola,Sweden,80881.464
Angola,Switzerland,23969.74
Angola,Tajikistan,4.734
Angola,Thailand,187230.18600000002
Angola,Togo,79399.628
Angola,Tokelau,1601.336
Angola,Trinidad and Tobago,1833.524
Angola,United Arab Emirates,458174.844
Angola,Tunisia,6410.775
Angola,TÃ¼rkiye,142193.253
Angola,Turkmenistan,0.579
Angola,Turks and Caicos Isds,128.268
Angola,Uganda,4895.195
Angola,Ukraine,8601.921
Angola,North Macedonia,135.492
Angola,Egypt,28430.177
Angola,United Kingdom,763539.862
Angola,United Rep. of Tanzania,4574.25
Angola,USA,782527.496
Angola,Burkina Faso,0.904
Angola,Uruguay,35256.303
Angola,Uzbekistan,156.232
Angola,Venezuela,1.79
Angola,Yemen,0.158
Angola,Zambia,8774.474
Antigua and Barbuda,Angola,0.734
Antigua and Barbuda,Australia,2241.803
Antigua and Barbuda,Austria,2023.138
Antigua and Barbuda,Bahamas,17.433
Antigua and Barbuda,Barbados,11396.916
Antigua and Barbuda,Belgium,2956.408
Antigua and Barbuda,Bosnia Herzegovina,3.199
Antigua and Barbuda,Brazil,36348.558000000005
Antigua and Barbuda,Belize,1792.676
Antigua and Barbuda,Bulgaria,60.294
Antigua and Barbuda,Canada,5714.448
Antigua and Barbuda,Sri Lanka,296.302
Antigua and Barbuda,Chile,530.256
Antigua and Barbuda,China,112823.679
Antigua and Barbuda,Colombia,1733.19
Antigua and Barbuda,Costa Rica,783.837
Antigua and Barbuda,Croatia,62.272
Antigua and Barbuda,Cyprus,9779.229000000001
Antigua and Barbuda,Czechia,2914.421
Antigua and Barbuda,Denmark,1755.826
Antigua and Barbuda,Dominican Rep.,10936.169
Antigua and Barbuda,Ecuador,5.618
Antigua and Barbuda,El Salvador,158.093
Antigua and Barbuda,Estonia,58.778999999999996
Antigua and Barbuda,Finland,5219.2249999999995
Antigua and Barbuda,France,18577.099
Antigua and Barbuda,Germany,20757.366
Antigua and Barbuda,Greece,11133.708999999999
Antigua and Barbuda,Guatemala,281.466
Antigua and Barbuda,Honduras,817.007
Antigua and Barbuda,Hungary,567.157
Antigua and Barbuda,Iceland,5723.647
Antigua and Barbuda,Indonesia,4208.529
Antigua and Barbuda,Ireland,256.645
Antigua and Barbuda,Israel,19
Antigua and Barbuda,Italy,10765.034
Antigua and Barbuda,Japan,18111.422
Antigua and Barbuda,Kenya,18.635
Antigua and Barbuda,Rep. of Korea,6093.217
Antigua and Barbuda,Latvia,7699.782
Antigua and Barbuda,Lithuania,139.489
Antigua and Barbuda,Luxembourg,99.124
Antigua and Barbuda,Madagascar,20.565
Antigua and Barbuda,Malaysia,963.066
Antigua and Barbuda,Malta,0.076
Antigua and Barbuda,Mexico,19.378
Antigua and Barbuda,"Other Asia, nes",534.568
Antigua and Barbuda,Rep. of Moldova,11.16
Antigua and Barbuda,Morocco,0.593
Antigua and Barbuda,Namibia,984.784
Antigua and Barbuda,Netherlands,22969.188
Antigua and Barbuda,New Zealand,1314.6580000000001
Antigua and Barbuda,Nicaragua,0.33799999999999997
Antigua and Barbuda,Nigeria,34.176
Antigua and Barbuda,Norway,91.414
Antigua and Barbuda,Pakistan,151.427
Antigua and Barbuda,Panama,46.186
Antigua and Barbuda,Paraguay,587.064
Antigua and Barbuda,Peru,841.6410000000001
Antigua and Barbuda,Philippines,0.032
Antigua and Barbuda,Poland,86140.132
Antigua and Barbuda,Portugal,545.075
Antigua and Barbuda,Romania,424.798
Antigua and Barbuda,Senegal,89.899
Antigua and Barbuda,Serbia,2.146
Antigua and Barbuda,India,5241.147
Antigua and Barbuda,Singapore,1081.518
Antigua and Barbuda,Slovakia,54.377
Antigua and Barbuda,Slovenia,18.35
Antigua and Barbuda,South Africa,9042.78
Antigua and Barbuda,Spain,5718.922
Antigua and Barbuda,Sweden,681.427
Antigua and Barbuda,Switzerland,872.588
Antigua and Barbuda,Thailand,8612.17
Antigua and Barbuda,TÃ¼rkiye,8833.285
Antigua and Barbuda,Ukraine,4.449
Antigua and Barbuda,Egypt,122.455
Antigua and Barbuda,United Kingdom,32563.229
Antigua and Barbuda,USA,492628.418
Antigua and Barbuda,Uruguay,278.207
Azerbaijan,Afghanistan,34.561
Azerbaijan,Albania,628.038
Azerbaijan,Algeria,1353.696
Azerbaijan,American Samoa,8.088
Azerbaijan,Andorra,0.731
Azerbaijan,Angola,17874.728
Azerbaijan,Antigua and Barbuda,0.483
Azerbaijan,Argentina,70786.079
Azerbaijan,Australia,1463472.291
Azerbaijan,Austria,89409.446
Azerbaijan,Bahamas,0.058
Azerbaijan,Bahrain,53.606
Azerbaijan,Bangladesh,30266.416999999998
Azerbaijan,Barbados,43.121
Azerbaijan,Belgium,79350.592
Azerbaijan,Bolivia (Plurinational State of),39.693000000000005
Azerbaijan,Bosnia Herzegovina,1595.708
Azerbaijan,Brazil,41236.583
Azerbaijan,Brunei Darussalam,7.917
Azerbaijan,Bulgaria,52315.823000000004
Azerbaijan,Myanmar,5787.868
Azerbaijan,Burundi,1.941
Azerbaijan,Belarus,455835.738
Azerbaijan,Cambodia,9343.533
Azerbaijan,Cameroon,0.06
Azerbaijan,Canada,163819.773
Azerbaijan,Central African Rep.,74.622
Azerbaijan,Sri Lanka,64944.81
Azerbaijan,Chile,6491.628000000001
Azerbaijan,China,3719203.951
Azerbaijan,Colombia,909.432
Azerbaijan,Comoros,111.8
Azerbaijan,Cook Isds,0.979
Azerbaijan,Costa Rica,3860.5029999999997
Azerbaijan,Croatia,7732.276
Azerbaijan,Cuba,748.186
Azerbaijan,Cyprus,3548.199
Azerbaijan,Czechia,259513.367
Azerbaijan,Denmark,103696.471
Azerbaijan,Dominica,26.475
Azerbaijan,Dominican Rep.,580.133
Azerbaijan,Ecuador,53677.793
Azerbaijan,El Salvador,145.988
Azerbaijan,Ethiopia,534.294
Azerbaijan,Eritrea,20.072
Azerbaijan,Estonia,15002.289
Azerbaijan,Finland,30008.048
Azerbaijan,France,236709.329
Azerbaijan,Georgia,126176.903
Azerbaijan,State of Palestine,952.1510000000001
Azerbaijan,Germany,779538.661
Azerbaijan,Ghana,63.844
Azerbaijan,Greece,54441.905999999995
Azerbaijan,Greenland,1132.173
Azerbaijan,Guam,6.130999999999999
Azerbaijan,Guatemala,647.864
Azerbaijan,Guinea,0.156
Azerbaijan,Haiti,0.035
Azerbaijan,Honduras,77.373
Azerbaijan,"China, Hong Kong SAR",56585.327000000005
Azerbaijan,Hungary,69917.616
Azerbaijan,Iceland,4400.447
Azerbaijan,Indonesia,75548.057
Azerbaijan,Iran,633046.8910000001
Azerbaijan,Iraq,578.888
Azerbaijan,Ireland,61054.829
Azerbaijan,Israel,195152.157
Azerbaijan,Italy,512804.275
Azerbaijan,CÃ´te d'Ivoire,272.278
Azerbaijan,Jamaica,214.409
Azerbaijan,Japan,368315.919
Azerbaijan,Kazakhstan,643610.208
Azerbaijan,Jordan,5659.092
Azerbaijan,Kenya,2268.6910000000003
Azerbaijan,Rep. of Korea,319520.152
Azerbaijan,Kuwait,403.216
Azerbaijan,Kyrgyzstan,8784.15
Azerbaijan,Lao People's Dem. Rep.,234.006
Azerbaijan,Lebanon,923.731
Azerbaijan,Lesotho,0.12
Azerbaijan,Latvia,27382.498
Azerbaijan,Lithuania,82383.998
Azerbaijan,Luxembourg,10460.14
Azerbaijan,"China, Macao SAR",16.289
Azerbaijan,Madagascar,771.2139999999999
Azerbaijan,Malawi,105.501
Azerbaijan,Malaysia,76552.731
Azerbaijan,Maldives,0.651
Azerbaijan,Mali,1.679
Azerbaijan,Malta,2189.218
Azerbaijan,Mauritania,26.359
Azerbaijan,Mauritius,115.159
Azerbaijan,Mexico,239055.53900000002
Azerbaijan,"Other Asia, nes",51444.394
Azerbaijan,Mongolia,2145.4700000000003
Azerbaijan,Rep. of Moldova,6897.18
Azerbaijan,Montenegro,5445.357
Azerbaijan,Morocco,8211.841
Azerbaijan,Mozambique,4.59
Azerbaijan,Oman,384.61600000000004
Azerbaijan,Namibia,15.072000000000001
Azerbaijan,Nauru,114.44500000000001
Azerbaijan,Nepal,288.752
Azerbaijan,Netherlands,138392.336
Azerbaijan,CuraÃ§ao,6.439
Azerbaijan,New Zealand,40589.365999999995
Azerbaijan,Nicaragua,142.72299999999998
Azerbaijan,Niger,33.942
Azerbaijan,Nigeria,150.444
Azerbaijan,Niue,3.251
Azerbaijan,Norway,33656.647
Azerbaijan,Pakistan,23833.03
Azerbaijan,Panama,0.045
Azerbaijan,Papua New Guinea,3.111
Azerbaijan,Paraguay,229.35500000000002
Azerbaijan,Peru,3128.483
Azerbaijan,Philippines,5190.369
Azerbaijan,Poland,162293.14
Azerbaijan,Portugal,15675.653
Azerbaijan,Qatar,1901.7510000000002
Azerbaijan,Romania,81020.568
Azerbaijan,Russian Federation,3617206.057
Azerbaijan,Rwanda,55.803000000000004
Azerbaijan,San Marino,302.358
Azerbaijan,Saudi Arabia,29071.38
Azerbaijan,Senegal,0.153
Azerbaijan,Serbia,18869.503
Azerbaijan,Seychelles,18.243
Azerbaijan,Sierra Leone,9.877
Azerbaijan,India,227340.842
Azerbaijan,Singapore,47675.402
Azerbaijan,Slovakia,55846.582
Azerbaijan,Viet Nam,145144.849
Azerbaijan,Slovenia,28935.746
Azerbaijan,Somalia,960
Azerbaijan,South Africa,23881.959
Azerbaijan,Zimbabwe,1010.426
Azerbaijan,Spain,146334.556
Azerbaijan,Sudan,56.052
Azerbaijan,Suriname,1.479
Azerbaijan,Eswatini,1.833
Azerbaijan,Sweden,45575.022
Azerbaijan,Switzerland,273428.647
Azerbaijan,Syria,691.658
Azerbaijan,Tajikistan,1240.156
Azerbaijan,Thailand,85923.453
Azerbaijan,Trinidad and Tobago,19.712
Azerbaijan,United Arab Emirates,39040.904
Azerbaijan,Tunisia,8053.169
Azerbaijan,TÃ¼rkiye,2924386.864
Azerbaijan,Turkmenistan,303471.315
Azerbaijan,Uganda,24.333000000000002
Azerbaijan,Ukraine,230765.876
Azerbaijan,North Macedonia,1318.695
Azerbaijan,Egypt,81531.243
