Kraj_importujacy,Kraj_eksportujacy,Wartosc_importu
North Macedonia,Bosnia Herzegovina,104728.214
North Macedonia,Brazil,49337.384
North Macedonia,Br. Indian Ocean Terr.,4.001
North Macedonia,Brunei Darussalam,0.321
North Macedonia,Bulgaria,710400.268
North Macedonia,Myanmar,7521.771
North Macedonia,Burundi,0.759
North Macedonia,Belarus,1445.311
North Macedonia,Cambodia,9032.215
North Macedonia,Cameroon,35.979
North Macedonia,Canada,17607.188
North Macedonia,Cabo Verde,0.17099999999999999
North Macedonia,Central African Rep.,44.939
North Macedonia,Sri Lanka,3475.282
North Macedonia,Chad,71.121
North Macedonia,Chile,2167.557
North Macedonia,China,1157411.9070000001
North Macedonia,Christmas Isds,4.69
North Macedonia,Cocos Isds,0.612
North Macedonia,Colombia,4008.478
North Macedonia,Comoros,4.118
North Macedonia,Congo,3.835
North Macedonia,Costa Rica,2774.684
North Macedonia,Croatia,166211.75
North Macedonia,Cuba,341.854
North Macedonia,Cyprus,1621.781
North Macedonia,Czechia,181054.049
North Macedonia,Denmark,42633.846
North Macedonia,Dominica,1.872
North Macedonia,Dominican Rep.,774.249
North Macedonia,Ecuador,18251.392
North Macedonia,El Salvador,285.735
North Macedonia,Ethiopia,126.636
North Macedonia,Eritrea,6.9879999999999995
North Macedonia,Estonia,4354.84
North Macedonia,Falkland Isds (Malvinas),324.312
North Macedonia,Finland,20933.223
North Macedonia,France,211294.848
North Macedonia,French Polynesia,5.627
North Macedonia,Djibouti,0.255
North Macedonia,Georgia,137.869
North Macedonia,Germany,1291773.896
North Macedonia,Ghana,557.064
North Macedonia,Kiribati,8.428
North Macedonia,Greece,1102896.0219999999
North Macedonia,Greenland,8.196
North Macedonia,Guatemala,536.012
North Macedonia,Guyana,0.561
North Macedonia,Haiti,3.447
North Macedonia,Honduras,19.406
North Macedonia,"China, Hong Kong SAR",23883.574
North Macedonia,Hungary,337060.669
North Macedonia,Iceland,74.592
North Macedonia,Indonesia,45211.763
North Macedonia,Iran,16283.685000000001
North Macedonia,Iraq,527.457
North Macedonia,Ireland,43269.702
North Macedonia,Israel,13117.987
North Macedonia,Italy,503346.438
North Macedonia,CÃ´te d'Ivoire,952.547
North Macedonia,Jamaica,3.65
North Macedonia,Japan,138027.978
North Macedonia,Kazakhstan,8778.124
North Macedonia,Jordan,281.987
North Macedonia,Kenya,288.682
North Macedonia,Dem. People's Rep. of Korea,334.599
North Macedonia,Rep. of Korea,39592.233
North Macedonia,Kuwait,463.786
North Macedonia,Kyrgyzstan,1529.309
North Macedonia,Lao People's Dem. Rep.,179.364
North Macedonia,Lebanon,3.952
North Macedonia,Lesotho,0.333
North Macedonia,Latvia,4098.544
North Macedonia,Libya,1317.991
North Macedonia,Lithuania,12990.369
North Macedonia,Luxembourg,14446.574
North Macedonia,"China, Macao SAR",9.607
North Macedonia,Madagascar,253.837
North Macedonia,Malawi,82.10799999999999
North Macedonia,Malaysia,50915.504
North Macedonia,Mali,2.393
North Macedonia,Malta,4765.211
North Macedonia,Mauritania,0.437
North Macedonia,Mauritius,99.764
North Macedonia,Mexico,18447.909
North Macedonia,"Other Asia, nes",46439.305
North Macedonia,Mongolia,0.16099999999999998
North Macedonia,Rep. of Moldova,8274.891
North Macedonia,Montenegro,15381.749
North Macedonia,Montserrat,0.063
North Macedonia,Morocco,31539.106
North Macedonia,Mozambique,341.874
North Macedonia,Oman,13707.338
North Macedonia,Namibia,32.190999999999995
North Macedonia,Nauru,0.257
North Macedonia,Nepal,7.851
North Macedonia,Netherlands,189442.4
North Macedonia,New Zealand,273.807
North Macedonia,Nicaragua,496.253
North Macedonia,Niger,3.5879999999999996
North Macedonia,Nigeria,67.782
North Macedonia,Niue,0.749
North Macedonia,Norway,7698.018
North Macedonia,FS Micronesia,0.649
North Macedonia,Pakistan,7920.627
North Macedonia,Panama,25.572
North Macedonia,Papua New Guinea,23.026
North Macedonia,Paraguay,11391.03
North Macedonia,Peru,1144.139
North Macedonia,Philippines,15617.491
North Macedonia,Pitcairn,0.175
North Macedonia,Poland,447765.283
North Macedonia,Portugal,77931.045
North Macedonia,Qatar,5207.406
North Macedonia,Romania,205245.47
North Macedonia,Russian Federation,126632.70000000001
North Macedonia,Rwanda,90.379
North Macedonia,Saint Helena,0.013
North Macedonia,Saint Kitts and Nevis,1.187
North Macedonia,San Marino,26.586000000000002
North Macedonia,Sao Tome and Principe,0.122
North Macedonia,Saudi Arabia,40966.626000000004
North Macedonia,Senegal,6.297000000000001
North Macedonia,Serbia,1001622.912
North Macedonia,Sierra Leone,1.399
North Macedonia,India,98522.177
North Macedonia,Singapore,5810.4400000000005
North Macedonia,Slovakia,123805.613
North Macedonia,Viet Nam,66118.985
North Macedonia,Slovenia,220282.92
North Macedonia,Somalia,0.014
North Macedonia,South Africa,11201.429
North Macedonia,Zimbabwe,1.591
North Macedonia,Spain,163937.145
North Macedonia,Sudan,2.78
North Macedonia,Suriname,1.181
North Macedonia,Eswatini,44.153
North Macedonia,Sweden,42481.486
North Macedonia,Switzerland,117242.631
North Macedonia,Syria,93.88499999999999
North Macedonia,Tajikistan,485.042
North Macedonia,Thailand,70003.3
North Macedonia,Tokelau,0.459
North Macedonia,Trinidad and Tobago,7.059
North Macedonia,United Arab Emirates,6389.066
North Macedonia,Tunisia,18405.755
North Macedonia,TÃ¼rkiye,820916.95
North Macedonia,Turkmenistan,1061.7250000000001
North Macedonia,Turks and Caicos Isds,0.016
North Macedonia,Uganda,1673.365
North Macedonia,Ukraine,61578.048
North Macedonia,Egypt,30591.612
North Macedonia,United Kingdom,1327654.764
North Macedonia,United Rep. of Tanzania,531.194
North Macedonia,USA,194482.75
North Macedonia,Burkina Faso,1.853
North Macedonia,Uruguay,10092.171
North Macedonia,Uzbekistan,3295.012
North Macedonia,Venezuela,87.011
North Macedonia,Zambia,25.977
Egypt,Afghanistan,565.7429999999999
Egypt,Albania,2695.903
Egypt,Algeria,23027.524999999998
Egypt,Andorra,102.65
Egypt,Angola,16882.78
Egypt,Antigua and Barbuda,5.945
Egypt,Azerbaijan,5699.955
Egypt,Argentina,327428.665
Egypt,Australia,477095.409
Egypt,Austria,454229.99
Egypt,Bahrain,600912.982
Egypt,Bangladesh,70615.087
Egypt,Armenia,458.899
Egypt,Barbados,58.249
Egypt,Belgium,1463485.1670000001
Egypt,Bolivia (Plurinational State of),1364.572
Egypt,Bosnia Herzegovina,8351.108
Egypt,Botswana,0.133
Egypt,Brazil,4166991.447
Egypt,Belize,10.527000000000001
Egypt,Br. Virgin Isds,23994.015
Egypt,Brunei Darussalam,1506.598
Egypt,Bulgaria,868806.53
Egypt,Myanmar,4356.597
Egypt,Burundi,5.33
Egypt,Belarus,17497.918999999998
Egypt,Cambodia,11091.63
Egypt,Cameroon,4128.041
Egypt,Canada,399903.082
Egypt,Cabo Verde,155.257
Egypt,Central African Rep.,11779.351
Egypt,Sri Lanka,36985.97
Egypt,Chad,4931.9580000000005
Egypt,Chile,25493.518
Egypt,China,16701805.729
Egypt,Colombia,157179.329
Egypt,Comoros,521.207
Egypt,Congo,17.538
Egypt,Dem. Rep. of the Congo,661921.802
Egypt,Costa Rica,17174.835
Egypt,Croatia,104695.27799999999
Egypt,Cuba,340.226
Egypt,Cyprus,136630.11299999998
Egypt,Czechia,522734.224
Egypt,Benin,11094.056
Egypt,Denmark,262379.163
Egypt,Dominica,350.954
Egypt,Dominican Rep.,7450.865
Egypt,Ecuador,1747.433
Egypt,El Salvador,1605.0849999999998
Egypt,Ethiopia,22659.510000000002
Egypt,Eritrea,20.91
Egypt,Estonia,35563.839
Egypt,Fiji,2.084
Egypt,Finland,594000.008
Egypt,France,2415659.094
Egypt,Djibouti,13798.208
Egypt,Gabon,708.918
Egypt,Georgia,28792.013
Egypt,Gambia,0.133
Egypt,State of Palestine,869.816
Egypt,Germany,3953410.272
Egypt,Ghana,12139.182
Egypt,Gibraltar,30.3
Egypt,Greece,901058.603
Egypt,Guatemala,6205.313
Egypt,Guinea,48424.954
Egypt,Guyana,1136.77
Egypt,Haiti,32.866
Egypt,Honduras,196.811
Egypt,"China, Hong Kong SAR",131306.664
Egypt,Hungary,314608.03500000003
Egypt,Iceland,13768.61
Egypt,Indonesia,1762040.496
Egypt,Iran,4930.767
Egypt,Iraq,284252.368
Egypt,Ireland,455155.587
Egypt,Israel,2973079.061
Egypt,Italy,3205385.796
Egypt,CÃ´te d'Ivoire,43612.803
Egypt,Jamaica,11794.869999999999
Egypt,Japan,855952.644
Egypt,Kazakhstan,151292.03
Egypt,Jordan,255752.281
Egypt,Kenya,214629.466
Egypt,Rep. of Korea,1463062.988
Egypt,Kuwait,838959.818
Egypt,Kyrgyzstan,4530.194
Egypt,Lao People's Dem. Rep.,905.913
Egypt,Lebanon,237707.043
Egypt,Lesotho,4382.407
Egypt,Latvia,66573.628
Egypt,Liberia,38.839
Egypt,Libya,56391.414
Egypt,Lithuania,74907.721
Egypt,Luxembourg,20650.469
Egypt,"China, Macao SAR",871.591
Egypt,Madagascar,16509.024
Egypt,Malawi,48181.676
Egypt,Malaysia,808926.943
Egypt,Maldives,298.276
Egypt,Mali,198.77
Egypt,Malta,31118.269
Egypt,Mauritania,20636.202
Egypt,Mauritius,486.979
Egypt,Mexico,223031.421
Egypt,"Other Asia, nes",364610.274
Egypt,Mongolia,3.1830000000000003
Egypt,Rep. of Moldova,56835.736
Egypt,Montenegro,469.203
Egypt,Montserrat,2.076
Egypt,Morocco,102545.035
Egypt,Mozambique,9625.701
Egypt,Oman,663069.981
Egypt,Namibia,210.199
Egypt,Nepal,10.781
Egypt,Netherlands,1576669.061
Egypt,CuraÃ§ao,0.4
Egypt,Vanuatu,1.53
Egypt,New Zealand,181449.804
Egypt,Nicaragua,478.152
Egypt,Niger,193.828
Egypt,Nigeria,164444.522
Egypt,Norway,282272.386
Egypt,Marshall Isds,189.569
Egypt,Pakistan,130682.812
Egypt,Panama,496.476
Egypt,Papua New Guinea,2.829
Egypt,Paraguay,15384.895
Egypt,Peru,12132.829
Egypt,Philippines,16329.391
Egypt,Poland,461379.922
Egypt,Portugal,441781.271
Egypt,Qatar,35058.72
Egypt,Romania,753800.798
Egypt,Russian Federation,6007182.808
Egypt,Rwanda,167.06300000000002
Egypt,Saint Helena,131.255
Egypt,Saint Kitts and Nevis,0.091
Egypt,Saint Pierre and Miquelon,0.329
Egypt,Saint Vincent and the Grenadines,0.068
Egypt,San Marino,630.191
Egypt,Saudi Arabia,8396098.442
Egypt,Senegal,17579.145
Egypt,Serbia,134815.274
Egypt,Sierra Leone,829.96
Egypt,India,3324521.437
Egypt,Singapore,482144.488
Egypt,Slovakia,177333.075
Egypt,Viet Nam,582271.033
Egypt,Slovenia,118849.155
Egypt,Somalia,4817.844999999999
Egypt,South Africa,174026.25
Egypt,Zimbabwe,19022.259000000002
Egypt,Spain,1787569.113
Egypt,South Sudan,65.906
Egypt,Sudan,292380.803
Egypt,Suriname,7.171
Egypt,Eswatini,427.918
Egypt,Sweden,1404261.6
Egypt,Switzerland,1401360.498
Egypt,Syria,47056.053
Egypt,Tajikistan,2084.563
Egypt,Thailand,826388.489
Egypt,Togo,290.782
Egypt,Trinidad and Tobago,6662.985000000001
Egypt,United Arab Emirates,2693490.901
Egypt,Tunisia,76071.797
Egypt,TÃ¼rkiye,4225874.162
Egypt,Turkmenistan,1103.7269999999999
Egypt,Tuvalu,17.730999999999998
Egypt,Uganda,25761.384
Egypt,Ukraine,2350742.8929999997
Egypt,North Macedonia,4543.273
Egypt,United Kingdom,2204918.494
Egypt,United Rep. of Tanzania,37067.981
Egypt,USA,6609594.503
Egypt,Burkina Faso,4474.755
Egypt,Uruguay,53552.344
Egypt,Uzbekistan,55113.269
Egypt,Venezuela,12073.719
Egypt,Samoa,193.509
Egypt,Yemen,55462.757
Egypt,Zambia,64383.787
United Kingdom,Afghanistan,4929.53
United Kingdom,Albania,41550.451
United Kingdom,Algeria,1603795.399
United Kingdom,American Samoa,70.756
United Kingdom,Andorra,12103.819
United Kingdom,Angola,707567.829
United Kingdom,Antigua and Barbuda,722.194
United Kingdom,Azerbaijan,409757.799
United Kingdom,Argentina,1301372.921
United Kingdom,Australia,7962274.088
United Kingdom,Austria,5512653.297
United Kingdom,Bahamas,1638.611
United Kingdom,Bahrain,246038.922
United Kingdom,Bangladesh,4171465.12
United Kingdom,Armenia,21097.435
United Kingdom,Barbados,31391.3
United Kingdom,Belgium,18888361.541
United Kingdom,Bermuda,4241.527
United Kingdom,Bhutan,158.561
United Kingdom,Bolivia (Plurinational State of),150331.5
United Kingdom,Bosnia Herzegovina,112123.694
United Kingdom,Botswana,27835.719999999998
United Kingdom,Brazil,3429705.449
United Kingdom,Belize,71523.016
United Kingdom,Br. Indian Ocean Terr.,150.261
United Kingdom,Solomon Isds,2474.439
United Kingdom,Br. Virgin Isds,1658.8029999999999
United Kingdom,Brunei Darussalam,5843.874
United Kingdom,Bulgaria,988337.682
United Kingdom,Myanmar,298237.213
United Kingdom,Burundi,1482.678
United Kingdom,Belarus,5268.18
United Kingdom,Cambodia,1363568.933
United Kingdom,Cameroon,144716.066
United Kingdom,Canada,39612037.496
United Kingdom,Cabo Verde,997.1279999999999
United Kingdom,Cayman Isds,4365.956999999999
United Kingdom,Central African Rep.,738.776
United Kingdom,Sri Lanka,867944.7390000001
United Kingdom,Chad,1785.587
United Kingdom,Chile,681860.129
United Kingdom,China,92902414.394
United Kingdom,Christmas Isds,36.318
United Kingdom,Cocos Isds,342.331
United Kingdom,Colombia,553425.238
United Kingdom,Comoros,426.79400000000004
United Kingdom,Congo,163836.783
United Kingdom,Dem. Rep. of the Congo,11943.869999999999
United Kingdom,Cook Isds,19.098
United Kingdom,Costa Rica,444999.126
United Kingdom,Croatia,386045.76900000003
United Kingdom,Cuba,20755.27
United Kingdom,Cyprus,348307.49600000004
United Kingdom,Czechia,10844922.181
United Kingdom,Benin,6129.521
United Kingdom,Denmark,6089146.118
United Kingdom,Dominica,1112.746
United Kingdom,Dominican Rep.,203301.533
United Kingdom,Ecuador,327494.027
United Kingdom,El Salvador,26060.2
United Kingdom,Equatorial Guinea,127571.09999999999
United Kingdom,Ethiopia,64251.095
United Kingdom,Eritrea,116.359
United Kingdom,Estonia,558775.6900000001
United Kingdom,Falkland Isds (Malvinas),4619.253
United Kingdom,Fiji,14520.099999999999
United Kingdom,Finland,3048353.022
United Kingdom,France,38697008.379
United Kingdom,French Polynesia,880.606
United Kingdom,Djibouti,1463.135
United Kingdom,Gabon,19514.155000000002
United Kingdom,Georgia,163131.52
United Kingdom,Gambia,3754.3
United Kingdom,State of Palestine,12512.654
United Kingdom,Germany,77157176.596
United Kingdom,Ghana,234699.57
United Kingdom,Gibraltar,1614.795
United Kingdom,Kiribati,516.46
United Kingdom,Greece,2106998.352
United Kingdom,Greenland,88191.835
United Kingdom,Grenada,889.167
United Kingdom,Guam,52.502
United Kingdom,Guatemala,133080.866
United Kingdom,Guinea,379.363
United Kingdom,Guyana,1030056.427
United Kingdom,Haiti,6071.02
United Kingdom,Honduras,193336.264
United Kingdom,"China, Hong Kong SAR",6183233.03
United Kingdom,Hungary,6416891.159
United Kingdom,Iceland,728318.08
United Kingdom,Indonesia,2723899.625
United Kingdom,Iran,33510.692
United Kingdom,Iraq,5679.327
United Kingdom,Ireland,20475589.836
United Kingdom,Israel,1958122.285
United Kingdom,Italy,30783062.682
United Kingdom,CÃ´te d'Ivoire,483967.424
United Kingdom,Jamaica,68208.053
United Kingdom,Japan,13093065.18
United Kingdom,Kazakhstan,5873496.808
United Kingdom,Jordan,111871.201
United Kingdom,Kenya,495898.076
United Kingdom,Rep. of Korea,7815714.739
United Kingdom,Kuwait,3207294.132
United Kingdom,Kyrgyzstan,2421304.767
United Kingdom,Lao People's Dem. Rep.,49088.244
United Kingdom,Lebanon,43912.15
United Kingdom,Lesotho,4386.572
United Kingdom,Latvia,1134149.187
United Kingdom,Liberia,78254.932
United Kingdom,Libya,2786615.188
United Kingdom,Lithuania,1698878.547
United Kingdom,Luxembourg,595876.639
United Kingdom,"China, Macao SAR",9189.54
United Kingdom,Madagascar,65726.811
United Kingdom,Malawi,36396.928
United Kingdom,Malaysia,3597544.97
United Kingdom,Maldives,21638.678
United Kingdom,Mali,2070.097
United Kingdom,Malta,130877.51
United Kingdom,Mauritania,28112.788
United Kingdom,Mauritius,153052.943
United Kingdom,Mexico,5972416.001
United Kingdom,"Other Asia, nes",5394877.019
United Kingdom,Mongolia,6951.4929999999995
United Kingdom,Rep. of Moldova,63393.392
United Kingdom,Montenegro,2815.855
United Kingdom,Montserrat,3071.527
United Kingdom,Morocco,2614333.888
United Kingdom,Mozambique,355465.924
United Kingdom,Oman,272228.69
United Kingdom,Namibia,90649.56
United Kingdom,Nauru,487.783
United Kingdom,Nepal,21293.992
United Kingdom,Netherlands,27487258.93
United Kingdom,CuraÃ§ao,592.902
United Kingdom,Aruba,219.332
United Kingdom,Saint Maarten,1599.655
United Kingdom,Bonaire,467.305
United Kingdom,New Caledonia,15101.152
United Kingdom,Vanuatu,98.965
United Kingdom,New Zealand,1077016.84
United Kingdom,Nicaragua,90090.874
United Kingdom,Niger,1660.267
United Kingdom,Nigeria,1556948.521
United Kingdom,Niue,327.33299999999997
United Kingdom,Norfolk Isds,23.307000000000002
United Kingdom,Norway,30459708.912
United Kingdom,N. Mariana Isds,39.025
United Kingdom,FS Micronesia,335.062
United Kingdom,Marshall Isds,11770.367
United Kingdom,Palau,4.492
United Kingdom,Pakistan,2289740.937
United Kingdom,Panama,33778.509
United Kingdom,Papua New Guinea,207709.934
United Kingdom,Paraguay,192582.082
United Kingdom,Peru,1001958.312
United Kingdom,Philippines,1034254.856
United Kingdom,Pitcairn,34.142
United Kingdom,Poland,20157231.165
United Kingdom,Portugal,4468624.18
United Kingdom,Guinea-Bissau,14.224
United Kingdom,Timor-Leste,305.255
United Kingdom,Qatar,492978.292
United Kingdom,Romania,5206529.517
United Kingdom,Russian Federation,460632.909
United Kingdom,Rwanda,38450.77
United Kingdom,Saint Helena,458.534
United Kingdom,Saint Kitts and Nevis,468.623
United Kingdom,Anguilla,198.854
United Kingdom,Saint Lucia,1878.349
United Kingdom,Saint Pierre and Miquelon,169.049
United Kingdom,Saint Vincent and the Grenadines,772.115
United Kingdom,San Marino,12599.95
United Kingdom,Sao Tome and Principe,204.715
United Kingdom,Saudi Arabia,2158577.211
United Kingdom,Senegal,99110.615
United Kingdom,Serbia,563350.533
United Kingdom,Seychelles,64151.513
United Kingdom,Sierra Leone,23629.618000000002
United Kingdom,India,15120413.307
United Kingdom,Singapore,4262558.232
United Kingdom,Slovakia,5917887.047
United Kingdom,Viet Nam,10804720.414
United Kingdom,Slovenia,1042663.5380000001
United Kingdom,Somalia,340.223
United Kingdom,South Africa,12624504.776999999
United Kingdom,Zimbabwe,15917.085
United Kingdom,Spain,26179155.23
United Kingdom,South Sudan,45.04
United Kingdom,Sudan,14741.429
United Kingdom,Suriname,2628.888
United Kingdom,Eswatini,32979.634
United Kingdom,Sweden,9734628.347
United Kingdom,Switzerland,14477831.67
United Kingdom,Syria,4165.912
United Kingdom,Tajikistan,797.629
United Kingdom,Thailand,5191517.212
United Kingdom,Togo,9278.625
United Kingdom,Tonga,1043.161
United Kingdom,Trinidad and Tobago,341312.002
United Kingdom,United Arab Emirates,3539903.176
United Kingdom,Tunisia,650846.3960000001
United Kingdom,TÃ¼rkiye,17673961.499
United Kingdom,Turkmenistan,18301.291
United Kingdom,Turks and Caicos Isds,71.059
United Kingdom,Tuvalu,46.926
United Kingdom,Uganda,35815.344
United Kingdom,Ukraine,795168.485
United Kingdom,North Macedonia,132402.549
United Kingdom,Egypt,1917628.193
United Kingdom,United Rep. of Tanzania,22786.666
United Kingdom,USA,66635920.908
United Kingdom,Burkina Faso,10481.602
United Kingdom,Uruguay,140445.569
United Kingdom,Uzbekistan,3533442.4390000002
United Kingdom,Venezuela,35935.284
United Kingdom,Wallis and Futuna Isds,17.449
United Kingdom,Samoa,452.641
United Kingdom,Yemen,955.16
United Kingdom,Zambia,7807.012
United Rep. of Tanzania,Afghanistan,22.897
United Rep. of Tanzania,Albania,9.078999999999999
United Rep. of Tanzania,Algeria,356.839
United Rep. of Tanzania,American Samoa,44.685
United Rep. of Tanzania,Angola,124.742
United Rep. of Tanzania,Antigua and Barbuda,46.08
United Rep. of Tanzania,Azerbaijan,48.286
United Rep. of Tanzania,Argentina,25076.924
United Rep. of Tanzania,Australia,51111.067
United Rep. of Tanzania,Austria,45353.955
United Rep. of Tanzania,Bahamas,1672.511
United Rep. of Tanzania,Bahrain,20957.333
United Rep. of Tanzania,Bangladesh,9014.074
United Rep. of Tanzania,Armenia,63.902
United Rep. of Tanzania,Barbados,2.53
United Rep. of Tanzania,Belgium,108992.344
United Rep. of Tanzania,Bermuda,7.998
United Rep. of Tanzania,Bolivia (Plurinational State of),58.574999999999996
United Rep. of Tanzania,Bosnia Herzegovina,62.301
United Rep. of Tanzania,Botswana,292.37
United Rep. of Tanzania,Brazil,56681.588
United Rep. of Tanzania,Belize,320.36800000000005
United Rep. of Tanzania,Br. Virgin Isds,285.998
United Rep. of Tanzania,Brunei Darussalam,0.208
United Rep. of Tanzania,Bulgaria,12057.527
United Rep. of Tanzania,Myanmar,108.889
United Rep. of Tanzania,Burundi,996.541
United Rep. of Tanzania,Belarus,19.831
United Rep. of Tanzania,Cambodia,605.64
United Rep. of Tanzania,Cameroon,22.124
United Rep. of Tanzania,Canada,63520.184
United Rep. of Tanzania,Cayman Isds,1879.18
United Rep. of Tanzania,Central African Rep.,0.45899999999999996
United Rep. of Tanzania,Sri Lanka,10973.211000000001
United Rep. of Tanzania,Chile,6359.156
United Rep. of Tanzania,China,6076082.581
United Rep. of Tanzania,Cocos Isds,0.11599999999999999
United Rep. of Tanzania,Colombia,1809.21
United Rep. of Tanzania,Comoros,23.84
United Rep. of Tanzania,Congo,750.572
United Rep. of Tanzania,Dem. Rep. of the Congo,6753.7880000000005
United Rep. of Tanzania,Cook Isds,0.07
United Rep. of Tanzania,Costa Rica,494.1
United Rep. of Tanzania,Croatia,4053.444
United Rep. of Tanzania,Cuba,39.568
United Rep. of Tanzania,Cyprus,2666.881
United Rep. of Tanzania,Czechia,20097.146
United Rep. of Tanzania,Benin,487.903
United Rep. of Tanzania,Denmark,35881.016
United Rep. of Tanzania,Dominica,27.406
United Rep. of Tanzania,Dominican Rep.,217.117
United Rep. of Tanzania,Ecuador,174.01
United Rep. of Tanzania,El Salvador,57.118
United Rep. of Tanzania,Ethiopia,52.848
United Rep. of Tanzania,Eritrea,5.05
United Rep. of Tanzania,Estonia,1457.7069999999999
United Rep. of Tanzania,Fiji,0.217
United Rep. of Tanzania,Finland,74350.156
United Rep. of Tanzania,France,83685.736
United Rep. of Tanzania,Djibouti,355.433
United Rep. of Tanzania,Gabon,128.25
United Rep. of Tanzania,Georgia,3862.492
United Rep. of Tanzania,Gambia,0.828
United Rep. of Tanzania,Germany,325173.524
United Rep. of Tanzania,Ghana,169.818
United Rep. of Tanzania,Gibraltar,164.834
United Rep. of Tanzania,Greece,41957.931000000004
United Rep. of Tanzania,Grenada,8.519
United Rep. of Tanzania,Guatemala,441.332
United Rep. of Tanzania,Guinea,63.043
United Rep. of Tanzania,Guyana,1.497
United Rep. of Tanzania,Haiti,2.594
United Rep. of Tanzania,Honduras,0.08199999999999999
United Rep. of Tanzania,"China, Hong Kong SAR",72344.442
United Rep. of Tanzania,Hungary,11479.401
United Rep. of Tanzania,Iceland,343.365
United Rep. of Tanzania,Indonesia,299906.35
United Rep. of Tanzania,Iran,7421.991
United Rep. of Tanzania,Iraq,3933.702
United Rep. of Tanzania,Ireland,51905.7
United Rep. of Tanzania,Israel,10826.47
United Rep. of Tanzania,Italy,181780.994
United Rep. of Tanzania,CÃ´te d'Ivoire,1790.592
United Rep. of Tanzania,Jamaica,24.874
United Rep. of Tanzania,Japan,599967.086
United Rep. of Tanzania,Kazakhstan,91.928
United Rep. of Tanzania,Jordan,2259.198
United Rep. of Tanzania,Kenya,501577.153
United Rep. of Tanzania,Dem. People's Rep. of Korea,2160.41
United Rep. of Tanzania,Rep. of Korea,627375.5530000001
United Rep. of Tanzania,Kuwait,269749.85500000004
United Rep. of Tanzania,Lao People's Dem. Rep.,3401.343
United Rep. of Tanzania,Lebanon,2792.165
United Rep. of Tanzania,Lesotho,304.21
United Rep. of Tanzania,Latvia,10207.372
United Rep. of Tanzania,Liberia,11125.45
United Rep. of Tanzania,Lithuania,11289.82
United Rep. of Tanzania,Luxembourg,9623.093
United Rep. of Tanzania,"China, Macao SAR",19.198
United Rep. of Tanzania,Madagascar,4518.182
United Rep. of Tanzania,Malawi,32806.626000000004
United Rep. of Tanzania,Malaysia,267116.047
United Rep. of Tanzania,Maldives,40.616
United Rep. of Tanzania,Mali,125.371
United Rep. of Tanzania,Malta,16727.071
United Rep. of Tanzania,Mauritania,47.465999999999994
United Rep. of Tanzania,Mauritius,9056.81
United Rep. of Tanzania,Mexico,23802.381
United Rep. of Tanzania,"Other Asia, nes",30771.385000000002
United Rep. of Tanzania,Mongolia,0.336
United Rep. of Tanzania,Rep. of Moldova,26.691
United Rep. of Tanzania,Morocco,87734.355
United Rep. of Tanzania,Mozambique,4587.46
United Rep. of Tanzania,Oman,229319.86000000002
United Rep. of Tanzania,Namibia,5901.08
United Rep. of Tanzania,Nauru,40.931
United Rep. of Tanzania,Nepal,165.551
United Rep. of Tanzania,Netherlands,168273.384
United Rep. of Tanzania,CuraÃ§ao,69.39699999999999
United Rep. of Tanzania,New Caledonia,5.71
United Rep. of Tanzania,New Zealand,4913.6449999999995
United Rep. of Tanzania,Nicaragua,5.92
United Rep. of Tanzania,Niger,75.759
United Rep. of Tanzania,Nigeria,590.574
United Rep. of Tanzania,Norfolk Isds,9.09
United Rep. of Tanzania,Norway,14256.763
United Rep. of Tanzania,Marshall Isds,31042.619000000002
United Rep. of Tanzania,Palau,3.364
United Rep. of Tanzania,Pakistan,62199.062
United Rep. of Tanzania,Panama,7636.234
United Rep. of Tanzania,Paraguay,59.86
United Rep. of Tanzania,Peru,12659.439
United Rep. of Tanzania,Philippines,5994.229
United Rep. of Tanzania,Pitcairn,0.292
United Rep. of Tanzania,Poland,50061.314
United Rep. of Tanzania,Portugal,4410.477
United Rep. of Tanzania,Qatar,70360.558
United Rep. of Tanzania,Romania,2274.389
United Rep. of Tanzania,Russian Federation,295325.351
United Rep. of Tanzania,Rwanda,3229.294
United Rep. of Tanzania,San Marino,4.816
United Rep. of Tanzania,Sao Tome and Principe,0.065
United Rep. of Tanzania,Saudi Arabia,314612.903
United Rep. of Tanzania,Senegal,777.064
United Rep. of Tanzania,Serbia,494.01
United Rep. of Tanzania,Seychelles,286.259
United Rep. of Tanzania,Sierra Leone,48.541000000000004
United Rep. of Tanzania,India,4729384.311
United Rep. of Tanzania,Singapore,77661.043
United Rep. of Tanzania,Slovakia,3050.131
United Rep. of Tanzania,Viet Nam,50984.455
United Rep. of Tanzania,Slovenia,1547.471
United Rep. of Tanzania,Somalia,17.694
United Rep. of Tanzania,South Africa,563309.461
United Rep. of Tanzania,Zimbabwe,13196.788999999999
United Rep. of Tanzania,Spain,88472.498
United Rep. of Tanzania,South Sudan,126.63600000000001
United Rep. of Tanzania,Sudan,170.063
United Rep. of Tanzania,Suriname,1.15
United Rep. of Tanzania,Eswatini,42919.98
United Rep. of Tanzania,Sweden,79786.00200000001
United Rep. of Tanzania,Switzerland,201709.94999999998
United Rep. of Tanzania,Syria,2.5340000000000003
United Rep. of Tanzania,Tajikistan,0.009
United Rep. of Tanzania,Thailand,134663.446
United Rep. of Tanzania,Togo,5.23
United Rep. of Tanzania,Tokelau,14.891
