"variant";"name";"continent";"iso3";"label";"color";"strength";"eigenv";"between";"closen"
"1. Full network";"Gibraltar";"Europe";"GIB";"GIB";"skyblue";153054,829;0,000952740943543044;0;0,000177367180973675
"1. Full network";"Kiribati";"Oceania";"KIR";"KIR";"orchid";109372,466;4,77200433903773e-05;0;0,000201899019356248
"1. Full network";"Greece";"Europe";"GRC";"GRC";"skyblue";53108830,634;0,0167037902799728;293;0,000571872441642174
"1. Full network";"Greenland";"Americas";"GRL";"GRL";"palegreen3";1580145,813;0,000302714202970187;0;0,000493501296418521
"1. Full network";"Grenada";"Americas";"GRD";"GRD";"palegreen3";26025,515;0,000122804275172282;0;5,92152242349152e-05
"1. Full network";"Guam";"Oceania";"GUM";"GUM";"orchid";25519,313;0,000114547835896559;0;3,12212718392867e-05
"1. Full network";"Guatemala";"Americas";"GTM";"GTM";"palegreen3";15544506,028;0,0137284233522816;0;0,000572707392789161
"1. Full network";"Guinea";"Africa";"GIN";"GIN";"tomato";9643413,837;0,00606837128737433;0;0,000578303166115033
"1. Full network";"Guyana";"Americas";"GUY";"GUY";"palegreen3";18542378,521;0,00598384318778038;0;0,000574136902700746
"1. Full network";"Haiti";"Americas";"HTI";"HTI";"palegreen3";815075,911;0,00130520036909733;0;0,000487027695155817
"1. Full network";"Honduras";"Americas";"HND";"HND";"palegreen3";10103659,203;0,0085149174204302;0;0,000571940149909685
"1. Full network";"China, Hong Kong SAR";"Asia";"HKG";"HKG";"gold";156468833,463;0,221708381005236;224;0,000586268930243671
"1. Full network";"Hungary";"Europe";"HUN";"HUN";"skyblue";159778119,617;0,0450885656544201;0;0,000585673108867358
"1. Full network";"Iceland";"Europe";"ISL";"ISL";"skyblue";7906861,591;0,00288300147720449;0;0,000555198487236393
"1. Full network";"Indonesia";"Asia";"IDN";"IDN";"gold";296408361,008;0,12455523858973;670;0,000587070998647695
"1. Full network";"Iran";"Asia";"IRN";"IRN";"gold";12956293,649;0,00807673560096059;0;0,00057125638964601
"1. Full network";"Iraq";"Asia";"IRQ";"IRQ";"gold";109122962,689;0,0404008410189728;0;0,00058623361585331
"1. Full network";"Ireland";"Europe";"IRL";"IRL";"skyblue";244850102,141;0,0980993179063689;224;0,000586869259818658
"1. Full network";"Israel";"Asia";"ISR";"ISR";"gold";64031345,816;0,0353057944730338;0;0,000584104982384298
"1. Full network";"Italy";"Europe";"ITA";"ITA";"skyblue";639718699,953;0,183440989336935;2873;0,000586916636350783
"1. Full network";"CÃ´te d'Ivoire";"Africa";"CIV";"CIV";"tomato";26046254,42;0,00599992979029788;223;0,00057322610937624
"1. Full network";"Jamaica";"Americas";"JAM";"JAM";"palegreen3";1058157,43;0,00239876660582911;0;0,000427910353072233
"1. Full network";"Japan";"Asia";"JPN";"JPN";"gold";730811014,8;0,355210569079225;448;0,000587650925827133
"1. Full network";"Kazakhstan";"Asia";"KAZ";"KAZ";"gold";87240676,464;0,0291828333248128;0;0,00058312437881012
"1. Full network";"Jordan";"Asia";"JOR";"JOR";"gold";10364691,546;0,00710062759380818;0;0,000565661603265097
"1. Full network";"Kenya";"Africa";"KEN";"KEN";"tomato";8699310,56;0,00582136262639382;0;0,000501508289479227
"1. Full network";"Dem. People's Rep. of Korea";"Asia";"PRK";"PRK";"gold";396433,348;0,00102293244656622;0;0,00042249866852573
"1. Full network";"Rep. of Korea";"Asia";"KOR";"KOR";"gold";720789276,405;0,332702866880695;670;0,000587700361974293
"1. Full network";"Kuwait";"Asia";"KWT";"KWT";"gold";66705091,704;0,0202256641192668;0;0,000581747620363696
"1. Full network";"Kyrgyzstan";"Asia";"KGZ";"KGZ";"gold";9711120,708;0,0112990159316399;0;0,000561546508454561
"1. Full network";"Lao People's Dem. Rep.";"Asia";"LAO";"LAO";"gold";10696224,595;0,00498732392475231;0;0,000570165591188168
"1. Full network";"Lebanon";"Asia";"LBN";"LBN";"gold";2036897,986;0,00234367505504081;0;0,000390963253468575
"1. Full network";"Lesotho";"Africa";"LSO";"LSO";"tomato";1101813,236;0,000360591147113281;0;0,000456875568817947
"1. Full network";"Latvia";"Europe";"LVA";"LVA";"skyblue";19748571,706;0,00349436167370243;0;0,000547491384595014
"1. Full network";"Liberia";"Africa";"LBR";"LBR";"tomato";2434599,778;0,00813317959119805;0;0,000511218941008356
"1. Full network";"Libya";"Africa";"LBY";"LBY";"tomato";30492348,843;0,00744729137399145;447;0,000576875916858721
"1. Full network";"Lithuania";"Europe";"LTU";"LTU";"skyblue";39786270,82;0,00865033231798321;446;0,000567265366065085
"1. Full network";"Luxembourg";"Europe";"LUX";"LUX";"skyblue";18070436,652;0,00650078130489757;0;0,000566480092995288
"1. Full network";"China, Macao SAR";"Asia";"MAC";"MAC";"gold";2016272,224;0,00345357828941582;0;0,00054007566855295
"1. Full network";"Madagascar";"Africa";"MDG";"MDG";"tomato";3468695,898;0,00169125531766096;0;0,000485026407637995
"1. Full network";"Malawi";"Africa";"MWI";"MWI";"tomato";1002022,244;0,00052197860398546;0;0,000282465213962601
"1. Full network";"Malaysia";"Asia";"MYS";"MYS";"gold";407611729,089;0,169721820951703;670;0,000587393902240289
"1. Full network";"Maldives";"Asia";"MDV";"MDV";"gold";278847,348;0,00075691155290522;0;0,000244639930997793
"1. Full network";"Mali";"Africa";"MLI";"MLI";"tomato";1252645,123;0,00075760287683855;0;0,000414420980537716
"1. Full network";"Malta";"Europe";"MLT";"MLT";"skyblue";7085315,914;0,00399646595172554;0;0,000513695958123002
"1. Full network";"Mauritania";"Africa";"MRT";"MRT";"tomato";4748117,316;0,00190097496651469;0;0,000535067581714434
"1. Full network";"Mauritius";"Africa";"MUS";"MUS";"tomato";2551781,579;0,00141018696348586;0;0,000401414742153871
"1. Full network";"Mexico";"Americas";"MEX";"MEX";"palegreen3";650272340,335;0,528926877108088;0;0,000587673181197964
"1. Full network";"Other Asia, nes";"Asia";NA;"Oth";"gold";526138617,022;0,229979268120298;224;0,000587529547903801
"1. Full network";"Mongolia";"Asia";"MNG";"MNG";"gold";14797284,638;0,00940769613265881;0;0,00058266060350338
"1. Full network";"Rep. of Moldova";"Europe";"MDA";"MDA";"skyblue";4299604,63;0,00148745119715843;0;0,000529842696457609
"1. Full network";"Montenegro";"Europe";"MNE";"MNE";"skyblue";1254358,524;0,000630504572615519;0;0,000423014080909337
"1. Full network";"Montserrat";"Americas";"MSR";"MSR";"palegreen3";10559,466;9,97581848275534e-06;0;2,40093711849004e-05
"1. Full network";"Morocco";"Africa";"MAR";"MAR";"tomato";67541630,203;0,0220102228379298;0;0,000580904408435553
"1. Full network";"Mozambique";"Africa";"MOZ";"MOZ";"tomato";13464160,018;0,0039840479231929;0;0,00055782529905461
"1. Full network";"Oman";"Asia";"OMN";"OMN";"gold";69632323,342;0,0242357211680891;0;0,000585792571023482
"1. Full network";"Namibia";"Africa";"NAM";"NAM";"tomato";8024762,76;0,00232928263555207;0;0,000548572811905255
"1. Full network";"Nauru";"Oceania";"NRU";"NRU";"orchid";202264,597;3,11322099051208e-05;0;0,000306826795646527
"1. Full network";"Nepal";"Asia";"NPL";"NPL";"gold";1239178,159;0,00217288476363891;0;0,000509457768941707
"1. Full network";"Netherlands";"Europe";"NLD";"NLD";"skyblue";582982633,797;0,212154057983805;1178;0,000587005549964752
"1. Full network";"CuraÃ§ao";"Americas";"CUW";"CUW";"palegreen3";322489,741;0,000560636600512896;0;0,00037090151756188
"1. Full network";"Aruba";"Americas";"ABW";"ABW";"palegreen3";153607,062;0,000475614354397536;0;0,000254300003628003
"1. Full network";"Saint Maarten";"Americas";"SXM";"SXM";"palegreen3";14210,304;0,000418050881594047;0;1,44724778743587e-05
"1. Full network";"Bonaire";"Americas";"BES";"BES";"palegreen3";9130,476;0,000105424999153294;0;2,17265749212791e-05
"1. Full network";"New Caledonia";"Oceania";"NCL";"NCL";"orchid";1374477,209;0,000677684540097975;0;0,000497184916979957
"1. Full network";"Vanuatu";"Oceania";"VUT";"VUT";"orchid";321226,077;0,000160849108927615;0;0,000360455166696936
"1. Full network";"New Zealand";"Oceania";"NZL";"NZL";"orchid";45218273,242;0,0223907598165574;448;0,000581424943817616
"1. Full network";"Nicaragua";"Americas";"NIC";"NIC";"palegreen3";8335152,451;0,00561792045934538;0;0,000567961085258447
"1. Full network";"Niger";"Africa";"NER";"NER";"tomato";1571362,332;0,000640143875840321;0;0,000483573326873983
"1. Full network";"Nigeria";"Africa";"NGA";"NGA";"tomato";63699820,016;0,0224179710276507;0;0,000575338396096972
"1. Full network";"Niue";"Oceania";"NIU";"NIU";"orchid";7024,559;5,20532144546622e-06;0;1,53569492717987e-05
"1. Full network";"Norfolk Isds";"Oceania";"NFK";"NFK";"orchid";3064,338;2,57744915540219e-06;0;4,9040541202632e-06
"1. Full network";"Norway";"Europe";"NOR";"NOR";"skyblue";174343576,904;0,0400117676038376;1;0,000585007927936308
"1. Full network";"N. Mariana Isds";"Oceania";"MNP";"MNP";"orchid";2846,02;1,40183902809185e-05;0;6,66173667507258e-06
"1. Full network";"FS Micronesia";"Oceania";"FSM";"FSM";"orchid";329818,29;0,000111650671569836;0;0,000357938554142003
"1. Full network";"Marshall Isds";"Oceania";"MHL";"MHL";"orchid";1067767,236;0,00367036802254217;0;0,000369668649370736
"1. Full network";"Palau";"Oceania";"PLW";"PLW";"orchid";19670,66;4,48738932541066e-05;0;3,97491500063411e-05
"1. Full network";"Pakistan";"Asia";"PAK";"PAK";"gold";37115584,997;0,0195587854734111;448;0,000574035729508227
"1. Full network";"Panama";"Americas";"PAN";"PAN";"palegreen3";3704837,418;0,011828505148214;0;0,000462593799859971
"1. Full network";"Papua New Guinea";"Oceania";"PNG";"PNG";"orchid";13880292,835;0,00406832677080529;0;0,00056552132239742
"1. Full network";"Paraguay";"Americas";"PRY";"PRY";"palegreen3";11465650,419;0,00514392956908125;0;0,000566379562914161
"1. Full network";"Peru";"Americas";"PER";"PER";"palegreen3";74958947,217;0,0371564512111981;0;0,000585052690853914
"1. Full network";"Philippines";"Asia";"PHL";"PHL";"gold";96249162,03;0,0593069762517359;0;0,000583730422810953
"1. Full network";"Pitcairn";"Oceania";"PCN";"PCN";"orchid";852,217;8,95324588957885e-07;0;9,0382916075671e-07
"1. Full network";"Poland";"Europe";"POL";"POL";"skyblue";366707881,549;0,119599017431889;1332;0,000586940600875546
"1. Full network";"Portugal";"Europe";"PRT";"PRT";"skyblue";86178464,008;0,0260769167870767;672;0,000582160311006559
"1. Full network";"Guinea-Bissau";"Africa";"GNB";"GNB";"tomato";215881,106;8,5784647657866e-05;0;0,000354003321382812
"1. Full network";"Timor-Leste";"Asia";"TLS";"TLS";"gold";88847,023;0,000206190268526762;0;0,000192132515983568
"1. Full network";"Qatar";"Asia";"QAT";"QAT";"gold";88847213,557;0,0260024266212583;0;0,000584396775742663
"1. Full network";"Romania";"Europe";"ROU";"ROU";"skyblue";106581892,357;0,0300856059988272;671;0,000583865849291325
"1. Full network";"Russian Federation";"Europe";"RUS";"RUS";"skyblue";374422796,772;0,142124598558764;223;0,000587647718695898
"1. Full network";"Rwanda";"Africa";"RWA";"RWA";"tomato";579987,731;0,000468120300746137;0;0,000321902645640836
"1. Full network";"Saint BarthÃ©lemy";"Americas";"BLM";"BLM";"palegreen3";12636,153;2,84985379196185e-05;0;2,59931577741068e-05
"1. Full network";"Saint Helena";"Africa";"SHN";"SHN";"tomato";32903,86;1,57212157546203e-05;0;4,1905394900138e-05
"1. Full network";"Saint Kitts and Nevis";"Americas";"KNA";"KNA";"palegreen3";40324,004;0,000112482032696604;0;6,26954025316666e-05
"1. Full network";"Anguilla";"Americas";"AIA";"AIA";"palegreen3";21607,36;4,13900168921129e-05;0;6,4820768034789e-05
"1. Full network";"Saint Lucia";"Americas";"LCA";"LCA";"palegreen3";22749,029;0,000555974831500108;0;2,38053640085902e-05
"1. Full network";"Saint Pierre and Miquelon";"Americas";"SPM";"SPM";"palegreen3";4349,032;1,38708743627701e-05;0;1,31091262222006e-05
"1. Full network";"Saint Vincent and the Grenadines";"Americas";"VCT";"VCT";"palegreen3";26423,677;0,000111129780218755;0;4,15672820231862e-05
"1. Full network";"San Marino";"Europe";"SMR";"SMR";"skyblue";231294,263;8,12405226530813e-05;0;9,76579102902219e-05
"1. Full network";"Sao Tome and Principe";"Africa";"STP";"STP";"tomato";48987,676;2,03091736412829e-05;0;4,13706866571645e-05
"1. Full network";"Saudi Arabia";"Asia";"SAU";"SAU";"gold";307650537,289;0,107519459055668;1785;0,000586900803259756
"1. Full network";"Senegal";"Africa";"SEN";"SEN";"tomato";6679440,641;0,00369100740956771;0;0,000512264103908276
"1. Full network";"Serbia";"Europe";"SRB";"SRB";"skyblue";34927700,363;0,00902954928952902;224;0,000573273785660743
"1. Full network";"Seychelles";"Africa";"SYC";"SYC";"tomato";898937,879;0,000229440135132347;0;0,000397837957415902
"1. Full network";"Sierra Leone";"Africa";"SLE";"SLE";"tomato";1517629,776;0,00106225371019008;0;0,000516820847935315
"1. Full network";"India";"Asia";"IND";"IND";"gold";454780509,254;0,20450742218856;3337;0,00058696652224819
"1. Full network";"Singapore";"Asia";"SGP";"SGP";"gold";330555564,008;0,148923358532107;1558;0,000586464723563019
"1. Full network";"Slovakia";"Europe";"SVK";"SVK";"skyblue";118389620,995;0,0313935816215816;0;0,00058448620689855
"1. Full network";"Viet Nam";"Asia";"VNM";"VNM";"gold";504977367,122;0,265335866586577;0;0,000587483690177038
"1. Full network";"Slovenia";"Europe";"SVN";"SVN";"skyblue";67846808,632;0,016232153468922;0;0,000582992547763847
"1. Full network";"Somalia";"Africa";"SOM";"SOM";"tomato";508953,682;0,000681956582421503;0;0,000427034231457027
"1. Full network";"South Africa";"Africa";"ZAF";"ZAF";"tomato";152235700,635;0,049644006057066;2219;0,000585709901051584
"1. Full network";"Zimbabwe";"Africa";"ZWE";"ZWE";"tomato";7898470,17;0,00231534453895942;0;0,000559151752694411
"1. Full network";"Spain";"Europe";"ESP";"ESP";"skyblue";400747913,224;0,124860010653187;2472;0,000586008418166293
"1. Full network";"South Sudan";"Africa";"SSD";"SSD";"tomato";506954,792;0,00028692976874879;0;0,000408553533690651
"1. Full network";"Sudan";"Africa";"SDN";"SDN";"tomato";3060915,094;0,0010440870086818;0;0,000503938478280987
"1. Full network";"Suriname";"Americas";"SUR";"SUR";"palegreen3";1656663,651;0,000662631029519153;0;0,000534064226705073
"1. Full network";"Eswatini";"Africa";"SWZ";"SWZ";"tomato";2172779,553;0,000184479500896515;0;0,000538407948648472
"1. Full network";"Sweden";"Europe";"SWE";"SWE";"skyblue";191533718,177;0,0536258395999401;2;0,000583784371489625
"1. Full network";"Switzerland";"Europe";"CHE";"CHE";"skyblue";398804885,309;0,146838751702107;2006;0,000586692287835832
"1. Full network";"Syria";"Asia";"SYR";"SYR";"gold";978860,503;0,000411068292965372;0;0,000449355144270186
"1. Full network";"Tajikistan";"Asia";"TJK";"TJK";"gold";1689364,452;0,00207463476424195;0;0,000424622148824239
"1. Full network";"Thailand";"Asia";"THA";"THA";"gold";340766655,983;0,149648308714808;1562;0,000586626858718316
"1. Full network";"Togo";"Africa";"TGO";"TGO";"tomato";2327328,052;0,0026528094053552;0;0,000501627979699175
"1. Full network";"Tokelau";"Oceania";"TKL";"TKL";"orchid";35844,455;5,38431927456713e-06;0;5,59087788280688e-05
"1. Full network";"Tonga";"Oceania";"TON";"TON";"orchid";22738,234;5,4595836573135e-05;0;3,29893819957004e-05
"1. Full network";"Trinidad and Tobago";"Americas";"TTO";"TTO";"palegreen3";11033655,707;0,00475606815302571;0;0,000566187282565318
"1. Full network";"United Arab Emirates";"Asia";"ARE";"ARE";"gold";309551308,463;0,112381899799201;1559;0,000586154767790098
"1. Full network";"Tunisia";"Africa";"TUN";"TUN";"tomato";23344786,434;0,00693965705480299;0;0,000572949630042878
"1. Full network";"TÃ¼rkiye";"Asia";"TUR";"TUR";"gold";267377806,988;0,0816458373368873;1708;0,000584225561386273
"1. Full network";"Turkmenistan";"Asia";"TKM";"TKM";"gold";13457374,203;0,00542360835331876;0;0,000580568292571501
"1. Full network";"Turks and Caicos Isds";"Americas";"TCA";"TCA";"palegreen3";25207,458;0,000248139512058762;0;2,28227688080061e-05
"1. Full network";"Tuvalu";"Oceania";"TUV";"TUV";"orchid";80189,663;1,88123814284799e-05;0;0,000211337356829251
"1. Full network";"Uganda";"Africa";"UGA";"UGA";"tomato";8881087,148;0,00265450760451358;447;0,000558323583308783
"1. Full network";"Ukraine";"Europe";"UKR";"UKR";"skyblue";46148666,586;0,0168344902476726;0;0,000571149321892509
"1. Full network";"North Macedonia";"Europe";"MKD";"MKD";"skyblue";9254017,281;0,00262679749075685;0;0,000565696002584841
"1. Full network";"Egypt";"Africa";"EGY";"EGY";"tomato";53006222,753;0,0221934405810788;0;0,000573938729724881
"1. Full network";"United Kingdom";"Europe";"GBR";"GBR";"skyblue";423679302,703;0,224334523902975;896;0,000586762412478522
"1. Full network";"United Rep. of Tanzania";"Africa";"TZA";"TZA";"tomato";11979635,815;0,00534692032550308;0;0,000554125439827245
"1. Full network";"USA";"Americas";"USA";"USA";"palegreen3";1897844747,989;1;20834;0,000587828832418354
"1. Full network";"Burkina Faso";"Africa";"BFA";"BFA";"tomato";9459680,149;0,00156304001568213;0;0,000575043859931999
"1. Full network";"Uruguay";"Americas";"URY";"URY";"palegreen3";12290790,485;0,00512947358870579;0;0,000558599659034084
"1. Full network";"Uzbekistan";"Asia";"UZB";"UZB";"gold";22835275,918;0,0100882862163795;0;0,000574389708782996
"1. Full network";"Venezuela";"Americas";"VEN";"VEN";"palegreen3";13609199,518;0,00966452480039079;0;0,000575813048129734
"1. Full network";"Wallis and Futuna Isds";"Oceania";"WLF";"WLF";"orchid";343,203;4,45905987304035e-06;0;3,59515267069368e-07
"1. Full network";"Samoa";"Oceania";"WSM";"WSM";"orchid";39835,711;0,000110513630710842;0;3,46745567397275e-05
"1. Full network";"Yemen";"Asia";"YEM";"YEM";"gold";661397,694;0,00178560684459336;0;0,00035191106096247
"1. Full network";"Zambia";"Africa";"ZMB";"ZMB";"tomato";14520198,405;0,00381353057294154;0;0,000571118739797743
"2. After node filter";"Afghanistan";"Asia";"AFG";"AFG";"gold";1615214,623;0,00100991938096986;0;0,00140098224274447
