"variant";"name";"continent";"iso3";"label";"color";"strength";"eigenv";"between";"closen"
"2. After node filter";"Albania";"Europe";"ALB";"ALB";"skyblue";3930716,042;0,00171322437892391;0;0,00184961754189017
"2. After node filter";"Algeria";"Africa";"DZA";"DZA";"tomato";48039608,084;0,0149807144856424;0;0,00233712314708296
"2. After node filter";"American Samoa";"Oceania";"ASM";"ASM";"orchid";32538,695;2,27907662461561e-05;0;2,89169948982823e-05
"2. After node filter";"Andorra";"Europe";"AND";"AND";"skyblue";109559,271;0,000175889000033384;0;0,000177628141793821
"2. After node filter";"Angola";"Africa";"AGO";"AGO";"tomato";42279393,759;0,0137839722793356;0;0,00238342384128623
"2. After node filter";"Antigua and Barbuda";"Americas";"ATG";"ATG";"palegreen3";217115,449;0,000388644149954717;0;0,000343579610514628
"2. After node filter";"Azerbaijan";"Asia";"AZE";"AZE";"gold";27102277,039;0,00600860389176222;0;0,0023045585527309
"2. After node filter";"Argentina";"Americas";"ARG";"ARG";"palegreen3";79931917,799;0,0249050724162754;0;0,00235799849778281
"2. After node filter";"Australia";"Oceania";"AUS";"AUS";"orchid";357279432,725;0,170342939843885;800;0,00244547207235514
"2. After node filter";"Austria";"Europe";"AUT";"AUT";"skyblue";205121127,591;0,0713869191059808;0;0,00242591733519558
"2. After node filter";"Bahamas";"Americas";"BHS";"BHS";"palegreen3";2356864,106;0,00388118663080754;0;0,0016428941644773
"2. After node filter";"Bahrain";"Asia";"BHR";"BHR";"gold";18156269,914;0,00472678108320103;0;0,0020863625249814
"2. After node filter";"Bangladesh";"Asia";"BGD";"BGD";"gold";58762121,141;0,0269901083198481;201;0,00231878247865186
"2. After node filter";"Armenia";"Asia";"ARM";"ARM";"gold";13361658,303;0,00365536290903417;201;0,0022169591365304
"2. After node filter";"Barbados";"Americas";"BRB";"BRB";"palegreen3";387345,74;0,00068338494766873;0;0,000430381298336162
"2. After node filter";"Belgium";"Europe";"BEL";"BEL";"skyblue";380544033,404;0,124594666706845;201;0,00242557483130713
"2. After node filter";"Bermuda";"Americas";"BMU";"BMU";"palegreen3";247378,136;0,000983625304728578;0;0,000562885343193573
"2. After node filter";"Bhutan";"Asia";"BTN";"BTN";"gold";461085,158;0,000239795275046236;0;0,00114478035823585
"2. After node filter";"Bolivia (Plurinational State of)";"Americas";"BOL";"BOL";"palegreen3";9048750,293;0,00343966837776986;0;0,00184955831528607
"2. After node filter";"Bosnia Herzegovina";"Europe";"BIH";"BIH";"skyblue";9528847,754;0,00270284285919046;0;0,00180956679913278
"2. After node filter";"Botswana";"Africa";"BWA";"BWA";"tomato";4174071,578;0,00120091733916034;0;0,00172083770139263
"2. After node filter";"Brazil";"Americas";"BRA";"BRA";"palegreen3";350186537,139;0,157895703269775;801;0,00244237735887996
"2. After node filter";"Belize";"Americas";"BLZ";"BLZ";"palegreen3";426590,924;0,000675633158591667;0;0,000485187013199877
"2. After node filter";"Solomon Isds";"Oceania";"SLB";"SLB";"orchid";678493,67;0,000348367966328493;0;0,0010968419370574
"2. After node filter";"Br. Virgin Isds";"Americas";"VGB";"VGB";"palegreen3";202354,025;0,000342022175342535;0;0,000236555639047844
"2. After node filter";"Brunei Darussalam";"Asia";"BRN";"BRN";"gold";11469658,695;0,00322985043514498;0;0,00198442657828119
"2. After node filter";"Bulgaria";"Europe";"BGR";"BGR";"skyblue";51971805,199;0,0117429857051705;0;0,00229163210462574
"2. After node filter";"Myanmar";"Asia";"MMR";"MMR";"gold";19979771,077;0,00922681394007406;0;0,00224533295718318
"2. After node filter";"Burundi";"Africa";"BDI";"BDI";"tomato";68168,783;8,01402201291085e-05;0;0,000108497501269371
"2. After node filter";"Belarus";"Europe";"BLR";"BLR";"skyblue";6270550,59;0,00489643136404974;0;0,00192737092315556
"2. After node filter";"Cambodia";"Asia";"KHM";"KHM";"gold";36087459,848;0,0197619765942422;0;0,00235505988082642
"2. After node filter";"Cameroon";"Africa";"CMR";"CMR";"tomato";6916336,107;0,00345539232610276;201;0,00180745532144214
"2. After node filter";"Canada";"Americas";"CAN";"CAN";"palegreen3";572972031,883;0,459251933315;0;0,00244514439742067
"2. After node filter";"Cabo Verde";"Africa";"CPV";"CPV";"tomato";86460,243;0,000114876302189528;0;0,00021979021664186
"2. After node filter";"Cayman Isds";"Americas";"CYM";"CYM";"palegreen3";2243011,477;0,00160141865680706;0;0,00191655966663051
"2. After node filter";"Central African Rep.";"Africa";"CAF";"CAF";"tomato";245289,956;0,000164210867244958;0;0,000273220725522663
"2. After node filter";"Sri Lanka";"Asia";"LKA";"LKA";"gold";13774459,345;0,00654420820335276;0;0,00211227303665152
"2. After node filter";"Chad";"Africa";"TCD";"TCD";"tomato";3480675,78;0,00108066173409844;0;0,00164329417422755
"2. After node filter";"Chile";"Americas";"CHL";"CHL";"palegreen3";101102585,983;0,054952085250552;0;0,00242335608677416
"2. After node filter";"China";"Asia";"CHN";"CHN";"gold";3605372429,694;0,855535350047658;31350;0,00245480719248704
"2. After node filter";"Colombia";"Americas";"COL";"COL";"palegreen3";50893751,769;0,0323743835972061;0;0,00236756171746903
"2. After node filter";"Comoros";"Africa";"COM";"COM";"tomato";49868,368;7,04362873984936e-05;0;7,64983791244053e-05
"2. After node filter";"Congo";"Africa";"COG";"COG";"tomato";8512232,385;0,00346362222234596;0;0,00219905440792719
"2. After node filter";"Dem. Rep. of the Congo";"Africa";"COD";"COD";"tomato";29599508,708;0,0136071970387462;0;0,00240102901186106
"2. After node filter";"Cook Isds";"Oceania";"COK";"COK";"orchid";34286,85;2,85952361146879e-05;0;6,14528855579743e-05
"2. After node filter";"Costa Rica";"Americas";"CRI";"CRI";"palegreen3";24138903,37;0,0147372372481866;0;0,00233162146402047
"2. After node filter";"Croatia";"Europe";"HRV";"HRV";"skyblue";24249141,634;0,00716500483941279;0;0,00210020812052949
"2. After node filter";"Cuba";"Americas";"CUB";"CUB";"palegreen3";986837,54;0,00102988634772425;0;0,000866918912930959
"2. After node filter";"Cyprus";"Asia";"CYP";"CYP";"gold";5444169,332;0,00189502075057846;201;0,00148347530992986
"2. After node filter";"Czechia";"Europe";"CZE";"CZE";"skyblue";244661428,496;0,0751188179359303;201;0,00243071820092492
"2. After node filter";"Benin";"Africa";"BEN";"BEN";"tomato";1471272,32;0,000922286575281565;0;0,00117634292643989
"2. After node filter";"Denmark";"Europe";"DNK";"DNK";"skyblue";119591608,754;0,0383636406463727;402;0,00237741965373351
"2. After node filter";"Dominican Rep.";"Americas";"DOM";"DOM";"palegreen3";14595703,264;0,0165264071521103;0;0,00230144161116187
"2. After node filter";"Ecuador";"Americas";"ECU";"ECU";"palegreen3";40319602,551;0,0182442436962353;0;0,00231581259777752
"2. After node filter";"El Salvador";"Americas";"SLV";"SLV";"palegreen3";6659697,12;0,00595000165427403;0;0,00198239446605695
"2. After node filter";"Equatorial Guinea";"Africa";"GNQ";"GNQ";"tomato";4471120,029;0,00108246594468853;0;0,00164935536863662
"2. After node filter";"Ethiopia";"Africa";"ETH";"ETH";"tomato";3207962,444;0,00274618733762399;0;0,00111045662182772
"2. After node filter";"Eritrea";"Africa";"ERI";"ERI";"tomato";573916,127;0,00034076589827152;0;0,00117895213734542
"2. After node filter";"Estonia";"Europe";"EST";"EST";"skyblue";20312824,889;0,00476639411955172;0;0,00197100570807733
"2. After node filter";"Falkland Isds (Malvinas)";"Americas";"FLK";"FLK";"palegreen3";378803,466;5,85637162122583e-05;0;0,000834990116563823
"2. After node filter";"Fiji";"Oceania";"FJI";"FJI";"orchid";1100621,446;0,000891841275962733;201;0,0010660565055308
"2. After node filter";"Finland";"Europe";"FIN";"FIN";"skyblue";80765774,619;0,024025513801235;199;0,00231906964689979
"2. After node filter";"France";"Europe";"FRA";"FRA";"skyblue";636024216,066;0,219600727361733;1188;0,00243286162714013
"2. After node filter";"French Polynesia";"Oceania";"PYF";"PYF";"orchid";188943,274;0,000339716287269231;0;0,000339891258545805
"2. After node filter";"Djibouti";"Africa";"DJI";"DJI";"tomato";192703,509;0,0017907788332383;0;0,000412921056021877
"2. After node filter";"Gabon";"Africa";"GAB";"GAB";"tomato";8037633,267;0,00251551894928352;0;0,00210402550809929
"2. After node filter";"Georgia";"Asia";"GEO";"GEO";"gold";2951180,382;0,00205205909356448;0;0,00134180726066381
"2. After node filter";"Gambia";"Africa";"GMB";"GMB";"tomato";205544,176;0,000399373664692053;0;0,000335713737755238
"2. After node filter";"State of Palestine";"Asia";"PSE";"PSE";"gold";98205,723;0,000190041041023885;0;0,000100318560827745
"2. After node filter";"Germany";"Europe";"DEU";"DEU";"skyblue";1553157047,375;0,431473022741197;13476;0,00244689397207307
"2. After node filter";"Ghana";"Africa";"GHA";"GHA";"tomato";15919632,733;0,00867093663387147;0;0,00218097076445535
"2. After node filter";"Gibraltar";"Europe";"GIB";"GIB";"skyblue";153054,829;0,000952741404846902;0;0,000253627351624581
"2. After node filter";"Kiribati";"Oceania";"KIR";"KIR";"orchid";109372,466;4,7720071237537e-05;0;0,00030066555469337
"2. After node filter";"Greece";"Europe";"GRC";"GRC";"skyblue";53061320,944;0,0167037976690989;62;0,00221719856260412
"2. After node filter";"Greenland";"Americas";"GRL";"GRL";"palegreen3";1580145,813;0,000302714374351771;0;0,00142818151452244
"2. After node filter";"Guatemala";"Americas";"GTM";"GTM";"palegreen3";15542349,419;0,0137284275581405;0;0,00222822323841677
"2. After node filter";"Guinea";"Africa";"GIN";"GIN";"tomato";9643413,837;0,00606837488619545;0;0,00230650369991051
"2. After node filter";"Guyana";"Americas";"GUY";"GUY";"palegreen3";18542378,521;0,00598384520907541;0;0,00224814029871314
"2. After node filter";"Haiti";"Americas";"HTI";"HTI";"palegreen3";815075,911;0,00130520073056839;0;0,00138028775055272
"2. After node filter";"Honduras";"Americas";"HND";"HND";"palegreen3";10101596,493;0,00851491929137626;0;0,00221786145773541
"2. After node filter";"China, Hong Kong SAR";"Asia";"HKG";"HKG";"gold";156435472,388;0,22170850465914;201;0,00242430694457685
"2. After node filter";"Hungary";"Europe";"HUN";"HUN";"skyblue";159774803,298;0,0450885898316405;0;0,00241512389841627
"2. After node filter";"Iceland";"Europe";"ISL";"ISL";"skyblue";7906788,921;0,00288300277705985;0;0,00200764897507722
"2. After node filter";"Indonesia";"Asia";"IDN";"IDN";"gold";296334516,588;0,124555298238229;401;0,00243668935817466
"2. After node filter";"Iran";"Asia";"IRN";"IRN";"gold";12956293,649;0,00807674039830885;0;0,00220886401850304
"2. After node filter";"Iraq";"Asia";"IRQ";"IRQ";"gold";109122962,689;0,0404008631137577;0;0,00242380266235709
"2. After node filter";"Ireland";"Europe";"IRL";"IRL";"skyblue";244837505,008;0,0980993519639573;0;0,00243298966957
"2. After node filter";"Israel";"Asia";"ISR";"ISR";"gold";64029537,816;0,0353058081931658;0;0,00239119220415707
"2. After node filter";"Italy";"Europe";"ITA";"ITA";"skyblue";639576368,205;0,183441066896726;2181;0,00243408578476775
"2. After node filter";"CÃ´te d'Ivoire";"Africa";"CIV";"CIV";"tomato";26046254,42;0,00599993290533374;200;0,00223580875539644
"2. After node filter";"Jamaica";"Americas";"JAM";"JAM";"palegreen3";1058157,43;0,00239876736226954;0;0,00102123554448641
"2. After node filter";"Japan";"Asia";"JPN";"JPN";"gold";730580531,79;0,355210712575479;402;0,00244555691645682
"2. After node filter";"Kazakhstan";"Asia";"KAZ";"KAZ";"gold";87240676,464;0,0291828502015327;0;0,00237674958309204
"2. After node filter";"Jordan";"Asia";"JOR";"JOR";"gold";10364691,546;0,00710063069066594;0;0,00213537249320357
"2. After node filter";"Kenya";"Africa";"KEN";"KEN";"tomato";8699288,452;0,00582136571281294;0;0,00148989262534834
"2. After node filter";"Dem. People's Rep. of Korea";"Asia";"PRK";"PRK";"gold";396433,348;0,00102293305698797;0;0,00099401957347304
"2. After node filter";"Rep. of Korea";"Asia";"KOR";"KOR";"gold";720478026,921;0,332703000328688;201;0,00244629755624675
"2. After node filter";"Kuwait";"Asia";"KWT";"KWT";"gold";66704820,131;0,0202256752063241;0;0,0023563994217997
"2. After node filter";"Kyrgyzstan";"Asia";"KGZ";"KGZ";"gold";9711120,708;0,011299022673419;0;0,00208375976771472
"2. After node filter";"Lao People's Dem. Rep.";"Asia";"LAO";"LAO";"gold";10696224,595;0,00498732671832043;0;0,00219434185484846
"2. After node filter";"Lebanon";"Asia";"LBN";"LBN";"gold";2036897,986;0,00234367628277531;0;0,000849279320081216
"2. After node filter";"Lesotho";"Africa";"LSO";"LSO";"tomato";1101813,236;0,000360591301774795;0;0,00118196753373388
"2. After node filter";"Latvia";"Europe";"LVA";"LVA";"skyblue";19747802,147;0,00349436354624474;0;0,00192001107848106
"2. After node filter";"Liberia";"Africa";"LBR";"LBR";"tomato";2434599,778;0,00813318437013837;0;0,0015691011698721
"2. After node filter";"Libya";"Africa";"LBY";"LBY";"tomato";30492348,843;0,00744729540321899;401;0,00228610526481629
"2. After node filter";"Lithuania";"Europe";"LTU";"LTU";"skyblue";39782214,856;0,00865033638917471;400;0,00215648700304611
"2. After node filter";"Luxembourg";"Europe";"LUX";"LUX";"skyblue";18070133,698;0,00650078494196838;0;0,00214600969739834
"2. After node filter";"China, Macao SAR";"Asia";"MAC";"MAC";"gold";2016272,224;0,00345358029092081;0;0,00184013226170481
"2. After node filter";"Madagascar";"Africa";"MDG";"MDG";"tomato";3468597,443;0,00169125616057109;0;0,00136592215709057
"2. After node filter";"Malawi";"Africa";"MWI";"MWI";"tomato";1002022,244;0,00052197889382137;0;0,00048559276848252
"2. After node filter";"Malaysia";"Asia";"MYS";"MYS";"gold";407568339,995;0,169721902385215;402;0,00244162568615756
"2. After node filter";"Maldives";"Asia";"MDV";"MDV";"gold";278847,348;0,000756911977441228;0;0,000392024091546772
"2. After node filter";"Mali";"Africa";"MLI";"MLI";"tomato";1252645,123;0,000757603323119605;0;0,000954909900811152
"2. After node filter";"Malta";"Europe";"MLT";"MLT";"skyblue";7084337,016;0,0039964679682141;0;0,00159029833714825
"2. After node filter";"Mauritania";"Africa";"MRT";"MRT";"tomato";4748117,316;0,00190097603004926;0;0,00178913701420762
"2. After node filter";"Mauritius";"Africa";"MUS";"MUS";"tomato";2551781,163;0,00141018774122046;0;0,00089472988211867
"2. After node filter";"Mexico";"Americas";"MEX";"MEX";"palegreen3";650271807,505;0,52892701205615;0;0,00244572139045738
"2. After node filter";"Other Asia, nes";"Asia";NA;"Oth";"gold";526068308,141;0,229979370999756;0;0,00244367222322243
"2. After node filter";"Mongolia";"Asia";"MNG";"MNG";"gold";14797284,638;0,00940770165702214;0;0,00236994820813472
"2. After node filter";"Rep. of Moldova";"Europe";"MDA";"MDA";"skyblue";4299602,03;0,00148745205432717;0;0,00173758107751378
"2. After node filter";"Montenegro";"Europe";"MNE";"MNE";"skyblue";1254358,323;0,000630504916997938;0;0,000996594706688562
"2. After node filter";"Morocco";"Africa";"MAR";"MAR";"tomato";67539137,739;0,0220102333896231;0;0,00234380094136358
"2. After node filter";"Mozambique";"Africa";"MOZ";"MOZ";"tomato";13464156,404;0,00398405022455815;0;0,00203839453022884
"2. After node filter";"Oman";"Asia";"OMN";"OMN";"gold";69632323,342;0,0242357350200941;0;0,00241711197776738
"2. After node filter";"Namibia";"Africa";"NAM";"NAM";"tomato";8024052,455;0,00232928385860341;0;0,00193167628053942
"2. After node filter";"Nauru";"Oceania";"NRU";"NRU";"orchid";202264,597;3,11322281019096e-05;0;0,000554364727788132
"2. After node filter";"Nepal";"Asia";"NPL";"NPL";"gold";1239178,159;0,00217288603491151;0;0,00155427325322113
"2. After node filter";"Netherlands";"Europe";"NLD";"NLD";"skyblue";582679599,425;0,21215413032832;855;0,00243560012706903
"2. After node filter";"CuraÃ§ao";"Americas";"CUW";"CUW";"palegreen3";322489,741;0,00056063674907235;0;0,000768349865664573
"2. After node filter";"Aruba";"Americas";"ABW";"ABW";"palegreen3";153607,062;0,000475614479305798;0;0,000414700389167198
"2. After node filter";"New Caledonia";"Oceania";"NCL";"NCL";"orchid";1374477,209;0,0006776849310651;0;0,00145619200999271
"2. After node filter";"Vanuatu";"Oceania";"VUT";"VUT";"orchid";321226,077;0,000160849202111091;0;0,000729232674358316
"2. After node filter";"New Zealand";"Oceania";"NZL";"NZL";"orchid";45099712,11;0,0223907666065093;201;0,0023507862379033
"2. After node filter";"Nicaragua";"Americas";"NIC";"NIC";"palegreen3";8334421,289;0,00561792203613195;0;0,00216514451407803
"2. After node filter";"Niger";"Africa";"NER";"NER";"tomato";1571362,003;0,000640144245741638;0;0,00135613395891766
"2. After node filter";"Nigeria";"Africa";"NGA";"NGA";"tomato";63699820,016;0,0224179819717269;0;0,00226452673070406
"2. After node filter";"Norway";"Europe";"NOR";"NOR";"skyblue";174337738,665;0,040011788146313;1;0,002404978897489
"2. After node filter";"FS Micronesia";"Oceania";"FSM";"FSM";"orchid";329818,29;0,000111650728794007;0;0,000721027288850407
"2. After node filter";"Marshall Isds";"Oceania";"MHL";"MHL";"orchid";1067767,236;0,0036703701840778;0;0,000763508922014893
"2. After node filter";"Pakistan";"Asia";"PAK";"PAK";"gold";37113912,399;0,0195587953552378;402;0,00224645018524037
"2. After node filter";"Panama";"Americas";"PAN";"PAN";"palegreen3";3701989,735;0,0118285096051112;0;0,00121664644792778
"2. After node filter";"Papua New Guinea";"Oceania";"PNG";"PNG";"orchid";13880292,835;0,00406832921064565;0;0,00213399295214905
"2. After node filter";"Paraguay";"Americas";"PRY";"PRY";"palegreen3";11465650,419;0,00514393215634355;0;0,00214483768609524
"2. After node filter";"Peru";"Americas";"PER";"PER";"palegreen3";74940291,247;0,0371564665383736;0;0,0024057754585855
"2. After node filter";"Philippines";"Asia";"PHL";"PHL";"gold";96206457,898;0,0593070049029588;0;0,0023858021516291
"2. After node filter";"Poland";"Europe";"POL";"POL";"skyblue";366675565,733;0,119599079568851;1194;0,0024346144432957
"2. After node filter";"Portugal";"Europe";"PRT";"PRT";"skyblue";86166560,983;0,0260769297326941;603;0,00236248401920544
"2. After node filter";"Guinea-Bissau";"Africa";"GNB";"GNB";"tomato";215881,106;8,57846989663276e-05;0;0,000705994299010906
"2. After node filter";"Timor-Leste";"Asia";"TLS";"TLS";"gold";88847,023;0,000206190388593803;0;0,000281402965746399
"2. After node filter";"Qatar";"Asia";"QAT";"QAT";"gold";88847213,557;0,026002440860875;0;0,00239592264823357
"2. After node filter";"Romania";"Europe";"ROU";"ROU";"skyblue";106581323,102;0,0300856232234455;602;0,00238781967906544
"2. After node filter";"Russian Federation";"Europe";"RUS";"RUS";"skyblue";374422796,772;0,142124683121533;200;0,00244562508229714
"2. After node filter";"Rwanda";"Africa";"RWA";"RWA";"tomato";579987,731;0,000468120567080506;0;0,000598831041219132
"2. After node filter";"Saint Helena";"Africa";"SHN";"SHN";"tomato";32903,86;1,57212206889893e-05;0;4,92601745266223e-05
"2. After node filter";"Saint Kitts and Nevis";"Americas";"KNA";"KNA";"palegreen3";40324,004;0,000112482063163567;0;7,57567268064188e-05
"2. After node filter";"San Marino";"Europe";"SMR";"SMR";"skyblue";231294,263;8,12405671813387e-05;0;0,000123865321964256
"2. After node filter";"Sao Tome and Principe";"Africa";"STP";"STP";"tomato";48987,676;2,03091855189553e-05;0;4,85899492517963e-05
"2. After node filter";"Saudi Arabia";"Asia";"SAU";"SAU";"gold";307648472,148;0,107519517063115;1601;0,00243406593870917
"2. After node filter";"Senegal";"Africa";"SEN";"SEN";"tomato";6679395,075;0,0036910094734509;0;0,0015783872411612
"2. After node filter";"Serbia";"Europe";"SRB";"SRB";"skyblue";34927475,51;0,00902955455386526;201;0,00223647023581796
"2. After node filter";"Seychelles";"Africa";"SYC";"SYC";"tomato";898933,348;0,000229440273753343;0;0,000879058666791286
"2. After node filter";"Sierra Leone";"Africa";"SLE";"SLE";"tomato";1517629,776;0,00106225431459022;0;0,00161776147160676
"2. After node filter";"India";"Asia";"IND";"IND";"gold";454753666,885;0,204507512699507;2953;0,00243485954993895
"2. After node filter";"Singapore";"Asia";"SGP";"SGP";"gold";330207301,967;0,148923418164096;800;0,00242698310180118
"2. After node filter";"Slovakia";"Europe";"SVK";"SVK";"skyblue";118389232,823;0,0313935990040311;0;0,00239711667413105
"2. After node filter";"Viet Nam";"Asia";"VNM";"VNM";"gold";504977367,122;0,265335989574305;0;0,00244288023136781
"2. After node filter";"Slovenia";"Europe";"SVN";"SVN";"skyblue";67845746,708;0,016232162692457;0;0,0023747084481391
"2. After node filter";"Somalia";"Africa";"SOM";"SOM";"tomato";508953,682;0,00068195698615665;0;0,00101688965477525
"2. After node filter";"South Africa";"Africa";"ZAF";"ZAF";"tomato";152196782,582;0,0496440255377326;1989;0,00241615652750668
"2. After node filter";"Zimbabwe";"Africa";"ZWE";"ZWE";"tomato";7898441,693;0,00231534548022409;0;0,00205463317430855
"2. After node filter";"Spain";"Europe";"ESP";"ESP";"skyblue";400730469,027;0,124860071471046;2216;0,00242023348120617
"2. After node filter";"South Sudan";"Africa";"SSD";"SSD";"tomato";506954,792;0,000286929926787043;0;0,000927337592146217
"2. After node filter";"Sudan";"Africa";"SDN";"SDN";"tomato";3060915,094;0,0010440876350208;0;0,00150934110021382
"2. After node filter";"Suriname";"Americas";"SUR";"SUR";"palegreen3";1656663,651;0,000662631318989018;0;0,00177963830412305
"2. After node filter";"Eswatini";"Africa";"SWZ";"SWZ";"tomato";2172779,553;0,000184479594100137;0;0,00182320491394709
"2. After node filter";"Sweden";"Europe";"SWE";"SWE";"skyblue";191527989,619;0,0536258656506595;2;0,00238662892113424
"2. After node filter";"Switzerland";"Europe";"CHE";"CHE";"skyblue";398747010,723;0,14683881475464;1799;0,00243070850729671
"2. After node filter";"Syria";"Asia";"SYR";"SYR";"gold";978860,503;0,000411068543165885;0;0,00113767016252457
"2. After node filter";"Tajikistan";"Asia";"TJK";"TJK";"gold";1689364,452;0,00207463599559375;0;0,00100460803757642
"2. After node filter";"Thailand";"Asia";"THA";"THA";"gold";340713177,68;0,149648373654433;1401;0,00242956083270513
"2. After node filter";"Togo";"Africa";"TGO";"TGO";"tomato";2327328,052;0,00265281091886711;0;0,00149059004341804
"2. After node filter";"Tokelau";"Oceania";"TKL";"TKL";"orchid";35844,455;5,38432250338142e-06;0;6,6953464518673e-05
"2. After node filter";"Trinidad and Tobago";"Americas";"TTO";"TTO";"palegreen3";11033655,707;0,00475606954203133;0;0,002142186732721
"2. After node filter";"United Arab Emirates";"Asia";"ARE";"ARE";"gold";309551308,463;0,112381961313978;1398;0,00242264801901187
"2. After node filter";"Tunisia";"Africa";"TUN";"TUN";"tomato";23344490,75;0,00693966086524798;0;0,00223158596775181
"2. After node filter";"TÃ¼rkiye";"Asia";"TUR";"TUR";"gold";267322606,158;0,0816458740643857;1532;0,00239344005535101
"2. After node filter";"Turkmenistan";"Asia";"TKM";"TKM";"gold";13457374,203;0,00542361157336551;0;0,00233956381214156
"2. After node filter";"Tuvalu";"Oceania";"TUV";"TUV";"orchid";80189,663;1,88123926577732e-05;0;0,000319964401413015
"2. After node filter";"Uganda";"Africa";"UGA";"UGA";"tomato";8881087,148;0,00265450917068785;401;0,00204499269479797
"2. After node filter";"Ukraine";"Europe";"UKR";"UKR";"skyblue";46148275,46;0,0168344995978622;0;0,00220738499188558
"2. After node filter";"North Macedonia";"Europe";"MKD";"MKD";"skyblue";9254017,258;0,00262679902940573;0;0,00213622572414179
"2. After node filter";"Egypt";"Africa";"EGY";"EGY";"tomato";52993903,438;0,0221934513863586;0;0,00224542266618973
"2. After node filter";"United Kingdom";"Europe";"GBR";"GBR";"skyblue";423521927,512;0,224334606268382;603;0,00243144420487304
"2. After node filter";"United Rep. of Tanzania";"Africa";"TZA";"TZA";"tomato";11979520,955;0,00534692341481934;0;0,00199531267447334
"2. After node filter";"USA";"Americas";"USA";"USA";"palegreen3";1895375563,076;1;15481;0,00244814125413635
"2. After node filter";"Burkina Faso";"Africa";"BFA";"BFA";"tomato";9459680,149;0,00156304093888214;0;0,00226092507292137
"2. After node filter";"Uruguay";"Americas";"URY";"URY";"palegreen3";12290694,658;0,00512947610177194;0;0,00204789102302838
"2. After node filter";"Uzbekistan";"Asia";"UZB";"UZB";"gold";22835254,028;0,0100882922627648;0;0,00225140701588565
"2. After node filter";"Venezuela";"Americas";"VEN";"VEN";"palegreen3";13609199,518;0,00966452815384262;0;0,00227106717110506
"2. After node filter";"Samoa";"Oceania";"WSM";"WSM";"orchid";39835,711;0,000110513687392589;0;4,03685356666406e-05
"2. After node filter";"Yemen";"Asia";"YEM";"YEM";"gold";661397,694;0,00178560789750641;0;0,000698184379162064
"2. After node filter";"Zambia";"Africa";"ZMB";"ZMB";"tomato";14520198,405;0,0038135327510492;0;0,00220706538463306
"3. After edge filter";"Afghanistan";"Asia";"AFG";"AFG";"gold";1323613,369;0,000911608674825627;0;0,00245910141018491
"3. After edge filter";"Albania";"Europe";"ALB";"ALB";"skyblue";2536931,737;0,00143577979297682;0;0,00405844877991622
"3. After edge filter";"Algeria";"Africa";"DZA";"DZA";"tomato";45953032,277;0,0148232459174798;0;0,00704090387493405
"3. After edge filter";"Andorra";"Europe";"AND";"AND";"skyblue";0;0,000129139841963881;0;NA
"3. After edge filter";"Angola";"Africa";"AGO";"AGO";"tomato";41075771,305;0,0136910793213009;0;0,00744487274260215
"3. After edge filter";"Antigua and Barbuda";"Americas";"ATG";"ATG";"palegreen3";0;0,000272621768474907;0;NA
"3. After edge filter";"Azerbaijan";"Asia";"AZE";"AZE";"gold";25639684,856;0,00580452785120739;0;0,00677457384314333
"3. After edge filter";"Argentina";"Americas";"ARG";"ARG";"palegreen3";77132224,813;0,0248096053883093;0;0,00721865973378542
"3. After edge filter";"Australia";"Oceania";"AUS";"AUS";"orchid";353985125,472;0,17030000242057;358;0,0080313370238492
"3. After edge filter";"Austria";"Europe";"AUT";"AUT";"skyblue";202046308,201;0,0713256393079717;0;0,00784021995895408
"3. After edge filter";"Bahamas";"Americas";"BHS";"BHS";"palegreen3";1909545,025;0,00374645325316522;0;0,00323203201637426
"3. After edge filter";"Bahrain";"Asia";"BHR";"BHR";"gold";16035454,116;0,00451261120122538;0;0,00527373880626309
"3. After edge filter";"Bangladesh";"Asia";"BGD";"BGD";"gold";55837875,557;0,0268769266913285;186;0,00688864924607791
"3. After edge filter";"Armenia";"Asia";"ARM";"ARM";"gold";11676432,605;0,00334241256474938;186;0,00611651320943688
"3. After edge filter";"Barbados";"Americas";"BRB";"BRB";"palegreen3";0;0,00045678442037359;0;NA
"3. After edge filter";"Belgium";"Europe";"BEL";"BEL";"skyblue";376202633,794;0,124566443386946;0;0,0078372091202315
"3. After edge filter";"Bermuda";"Americas";"BMU";"BMU";"palegreen3";182916,621;0,000913776700729893;0;0,000719234171209282
"3. After edge filter";"Bhutan";"Asia";"BTN";"BTN";"gold";435643,14;0,000182036963439601;0;0,001803341957187
"3. After edge filter";"Bolivia (Plurinational State of)";"Americas";"BOL";"BOL";"palegreen3";8130885,829;0,00324446027157923;0;0,00405803225084479
"3. After edge filter";"Bosnia Herzegovina";"Europe";"BIH";"BIH";"skyblue";8147240,934;0,00249320500451446;0;0,00388386418930689
"3. After edge filter";"Botswana";"Africa";"BWA";"BWA";"tomato";3727119,058;0,00109291712872838;0;0,00352281613883988
"3. After edge filter";"Brazil";"Americas";"BRA";"BRA";"palegreen3";347211444,105;0,1578678706767;728;0,00800180140509522
"3. After edge filter";"Belize";"Americas";"BLZ";"BLZ";"palegreen3";0;0,000556085104524114;0;NA
"3. After edge filter";"Solomon Isds";"Oceania";"SLB";"SLB";"orchid";396737,835;0,000286311806704096;0;0,00169608899156042
"3. After edge filter";"Br. Virgin Isds";"Americas";"VGB";"VGB";"palegreen3";0;0,000238966650885152;0;NA
