"name";"continent";"iso3";"label";"color";"strength";"eigenv";"between";"closen"
"Spain";"Europe";"ESP";"ESP";"skyblue";397393000,02;0,124828775589906;1262;0,00778209928764618
"South Sudan";"Africa";"SSD";"SSD";"tomato";457817,546;0,000235020287268302;0;0,00134400984270744
"Sudan";"Africa";"SDN";"SDN";"tomato";2674421,125;0,000932572349302126;0;0,00278404869790266
"Suriname";"Americas";"SUR";"SUR";"palegreen3";1317770,972;0,000504319236664221;0;0,00376071464185029
"Eswatini";"Africa";"SWZ";"SWZ";"tomato";1494124,301;8,73595293745974e-05;0;0,0039431892629963
"Sweden";"Europe";"SWE";"SWE";"skyblue";188523910,54;0,0535713234141765;2;0,00747298152711824
"Switzerland";"Europe";"CHE";"CHE";"skyblue";395260804,717;0,146810775055672;1651;0,00788764796512717
"Syria";"Asia";"SYR";"SYR";"gold";619996,82;0,000324851040542743;0;0,00178700199429727
"Tajikistan";"Asia";"TJK";"TJK";"gold";1296610,604;0,00196786699365015;0;0,00149832130483294
"Thailand";"Asia";"THA";"THA";"gold";336610926,262;0,149621127313512;730;0,00787614874803481
"Togo";"Africa";"TGO";"TGO";"tomato";1166580,622;0,00246509269857663;0;0,00272509875464188
"Trinidad and Tobago";"Americas";"TTO";"TTO";"palegreen3";9708461,003;0,00452028400277733;0;0,00561616465229584
"United Arab Emirates";"Asia";"ARE";"ARE";"gold";307144066,102;0,112345593051289;1280;0,00780947545168574
"Tunisia";"Africa";"TUN";"TUN";"tomato";20535209,611;0,00669912579809137;0;0,00622039299297849
"TÃ¼rkiye";"Asia";"TUR";"TUR";"gold";263659782,447;0,0816133039154824;1172;0,00753602864441768
"Turkmenistan";"Asia";"TKM";"TKM";"gold";12808928,217;0,00524793281309129;0;0,007064035739773
"Uganda";"Africa";"UGA";"UGA";"tomato";7402662,634;0,00243160390333524;358;0,00503704671857221
"Ukraine";"Europe";"UKR";"UKR";"skyblue";43679647,573;0,0167006008614123;0;0,00604902217218901
"North Macedonia";"Europe";"MKD";"MKD";"skyblue";7931058,848;0,00236153414864127;0;0,00557909055171711
"Egypt";"Africa";"EGY";"EGY";"tomato";48498978,936;0,022051558889768;0;0,00632135179223828
"United Kingdom";"Europe";"GBR";"GBR";"skyblue";419755862,694;0,224313646304376;173;0,00789113556204754
"United Rep. of Tanzania";"Africa";"TZA";"TZA";"tomato";10261104,774;0,00509521432452027;0;0,00476655269193106
"USA";"Americas";"USA";"USA";"palegreen3";1892864873,403;1;12034;0,00805946657582543
"Burkina Faso";"Africa";"BFA";"BFA";"tomato";8587255,132;0,00134614531483774;0;0,00643891964541887
"Uruguay";"Americas";"URY";"URY";"palegreen3";9451953,804;0,0048594478787619;0;0,00505144669417393
"Uzbekistan";"Asia";"UZB";"UZB";"gold";21355182,493;0,00994341955714969;0;0,00636524003706963
"Venezuela";"Americas";"VEN";"VEN";"palegreen3";12741579,943;0,00948982423763796;0;0,00651274088572127
"Yemen";"Asia";"YEM";"YEM";"gold";372447,108;0,00157200914232161;0;0,000932990340681804
"Zambia";"Africa";"ZMB";"ZMB";"tomato";13300707,541;0,00362994977116715;0;0,00604800459807149
