"variant";"name";"continent";"iso3";"label";"color";"strength";"eigenv";"between";"closen"
"3. After edge filter";"Bolivia (Plurinational State of)";"Americas";"BOL";"BOL";"palegreen3";8285225,443;0,00324445660526257;0;0,00452486802163346
"3. After edge filter";"Bosnia Herzegovina";"Europe";"BIH";"BIH";"skyblue";14835790,213;0,00249323229941951;0;0,00422780419987474
"3. After edge filter";"Botswana";"Africa";"BWA";"BWA";"tomato";5893042,167;0,00109291605466511;0;0,00525627860468869
"3. After edge filter";"Brazil";"Americas";"BRA";"BRA";"palegreen3";273519541,1;0,157867752550712;743;0,00683324177735841
"3. After edge filter";"Belize";"Americas";"BLZ";"BLZ";"palegreen3";1267367,042;0,00055608494961905;0;0,00251851610553945
"3. After edge filter";"Solomon Isds";"Oceania";"SLB";"SLB";"orchid";208044,56;0,000286311334755318;0;0,00103798172082409
"3. After edge filter";"Br. Virgin Isds";"Americas";"VGB";"VGB";"palegreen3";463282,467;0,00023896625929657;0;0,00118490133531666
"3. After edge filter";"Brunei Darussalam";"Asia";"BRN";"BRN";"gold";6877743,461;0,00309751572423783;0;0,0046818626340547
"3. After edge filter";"Bulgaria";"Europe";"BGR";"BGR";"skyblue";50696183,131;0,0115021319406449;0;0,00573666734193278
"3. After edge filter";"Myanmar";"Asia";"MMR";"MMR";"gold";19743439,697;0,00897362164086718;0;0,00603763707024814
"3. After edge filter";"Belarus";"Europe";"BLR";"BLR";"skyblue";14890705,952;0,00474627341055156;0;0,00589123816705459
"3. After edge filter";"Cambodia";"Asia";"KHM";"KHM";"gold";36069413,992;0,0196159847325669;0;0,00639367060080185
"3. After edge filter";"Cameroon";"Africa";"CMR";"CMR";"tomato";6328662,106;0,00330466337182205;171;0,00525763820492385
"3. After edge filter";"Canada";"Americas";"CAN";"CAN";"palegreen3";530692376,733;0,45925857085458;171;0,0069371615185285
"3. After edge filter";"Cabo Verde";"Africa";"CPV";"CPV";"tomato";410606,541;5,88940779244712e-06;0;0,00175371159766688
"3. After edge filter";"Cayman Isds";"Americas";"CYM";"CYM";"palegreen3";5881166,616;0,00146460222624405;0;0,00462080176078716
"3. After edge filter";"Central African Rep.";"Africa";"CAF";"CAF";"tomato";380139,839;8,28577690590726e-05;0;0,000975133671270818
"3. After edge filter";"Sri Lanka";"Asia";"LKA";"LKA";"gold";17444538,633;0,00632845182471054;0;0,00546973399128409
"3. After edge filter";"Chad";"Africa";"TCD";"TCD";"tomato";373789,136;0,000932559864262555;0;0,00166540233937834
"3. After edge filter";"Chile";"Americas";"CHL";"CHL";"palegreen3";80536058,886;0,0548665949629946;0;0,00655468981657922
"3. After edge filter";"China";"Asia";"CHN";"CHN";"gold";2088319402,364;0,855458685376634;25212;0,00694476742071284
"3. After edge filter";"Colombia";"Americas";"COL";"COL";"palegreen3";60458107,099;0,03224472359972;0;0,00651412999304802
"3. After edge filter";"Congo";"Africa";"COG";"COG";"tomato";2657745,5;0,00325914133190478;0;0,00404632591479503
"3. After edge filter";"Dem. Rep. of the Congo";"Africa";"COD";"COD";"tomato";10039823,624;0,0134588309881104;0;0,00545270754573431
"3. After edge filter";"Costa Rica";"Americas";"CRI";"CRI";"palegreen3";21929069,365;0,0145956875302776;0;0,00612653420724896
"3. After edge filter";"Croatia";"Europe";"HRV";"HRV";"skyblue";44723409,507;0,00695645723573014;0;0,0058871204014636
"3. After edge filter";"Cuba";"Americas";"CUB";"CUB";"palegreen3";2816239,217;0,000888792275930234;0;0,00287568534109622
"3. After edge filter";"Cyprus";"Asia";"CYP";"CYP";"gold";13174514,098;0,00159431113062094;192;0,00472939937026969
"3. After edge filter";"Czechia";"Europe";"CZE";"CZE";"skyblue";228317213,116;0,0750496954713139;0;0,00678157976930392
"3. After edge filter";"Benin";"Africa";"BEN";"BEN";"tomato";2905031,333;0,000740960540299634;0;0,00292840385930965
"3. After edge filter";"Denmark";"Europe";"DNK";"DNK";"skyblue";122562960,455;0,0382885357986743;362;0,00662208157400163
"3. After edge filter";"Dominican Rep.";"Americas";"DOM";"DOM";"palegreen3";30441956,611;0,0163150194638501;0;0,00638496477958653
"3. After edge filter";"Ecuador";"Americas";"ECU";"ECU";"palegreen3";26308475,937;0,0181192945950482;0;0,0059127804200688
"3. After edge filter";"El Salvador";"Americas";"SLV";"SLV";"palegreen3";14855579,82;0,0057627875684686;0;0,00550274365772582
"3. After edge filter";"Equatorial Guinea";"Africa";"GNQ";"GNQ";"tomato";326449,914;0,000873906021656099;0;0,000870795738538336
"3. After edge filter";"Ethiopia";"Africa";"ETH";"ETH";"tomato";5750014,836;0,00250331854278831;0;0,00510273664324591
"3. After edge filter";"Eritrea";"Africa";"ERI";"ERI";"tomato";159573,991;0,00028942516246781;0;0,000824146599893767
"3. After edge filter";"Estonia";"Europe";"EST";"EST";"skyblue";22391840,688;0,00449899796880683;0;0,00476678639887588
"3. After edge filter";"Fiji";"Oceania";"FJI";"FJI";"orchid";2644377,068;0,000734415782994536;0;0,0027131281982185
"3. After edge filter";"Finland";"Europe";"FIN";"FIN";"skyblue";75813925,111;0,0239540227190195;190;0,00627577369787568
"3. After edge filter";"France";"Europe";"FRA";"FRA";"skyblue";742341019,871;0,219571460282763;1068;0,00688088641984457
"3. After edge filter";"French Polynesia";"Oceania";"PYF";"PYF";"orchid";961677,617;0,000166426236491243;0;0,00281786101502059
"3. After edge filter";"Djibouti";"Africa";"DJI";"DJI";"tomato";5997245,133;0,00163224816496635;0;0,0049839743703711
"3. After edge filter";"Gabon";"Africa";"GAB";"GAB";"tomato";1469163,096;0,00234275745030131;0;0,00262510242505188
"3. After edge filter";"Georgia";"Asia";"GEO";"GEO";"gold";11512507,586;0,00188388930570258;0;0,00479232498752295
"3. After edge filter";"Gambia";"Africa";"GMB";"GMB";"tomato";873008,49;0,00022382134511497;0;0,00187266785621987
"3. After edge filter";"State of Palestine";"Asia";"PSE";"PSE";"gold";1410414,597;0,000114652810661418;0;0,00274741661664649
"3. After edge filter";"Germany";"Europe";"DEU";"DEU";"skyblue";1342608207,555;0,431421946270268;10808;0,00693823915485631
"3. After edge filter";"Ghana";"Africa";"GHA";"GHA";"tomato";18652421,325;0,00851774328513804;0;0,00620682248296291
"3. After edge filter";"Gibraltar";"Europe";"GIB";"GIB";"skyblue";9078554,499;0,0008560878062928;0;0,00480066207468433
"3. After edge filter";"Greece";"Europe";"GRC";"GRC";"skyblue";88615373,445;0,0165676238419899;55;0,0061758680111015
"3. After edge filter";"Greenland";"Americas";"GRL";"GRL";"palegreen3";835635,477;0,000212877053861535;0;0,00244169561502155
"3. After edge filter";"Grenada";"Americas";"GRD";"GRD";"palegreen3";143642,27;7,94918530109985e-05;0;0,000745743097940444
"3. After edge filter";"Guam";"Oceania";"GUM";"GUM";"orchid";473042,656;6,55311072364955e-05;0;0,00124376516233991
"3. After edge filter";"Guatemala";"Americas";"GTM";"GTM";"palegreen3";30760958,133;0,0134670517765731;0;0,00621760667553046
"3. After edge filter";"Guinea";"Africa";"GIN";"GIN";"tomato";6362900,97;0,00580290920995131;0;0,00533685641344454
"3. After edge filter";"Guyana";"Americas";"GUY";"GUY";"palegreen3";3108428,569;0,00588632579411242;0;0,00353634665520211
"3. After edge filter";"Haiti";"Americas";"HTI";"HTI";"palegreen3";2476353,264;0,00119968396575539;0;0,00341145670142039
"3. After edge filter";"Honduras";"Americas";"HND";"HND";"palegreen3";15841092,716;0,00827000581433709;0;0,00584276282895083
"3. After edge filter";"China, Hong Kong SAR";"Asia";"HKG";"HKG";"gold";670741366,749;0,221636828771241;192;0,00691833998923502
"3. After edge filter";"Hungary";"Europe";"HUN";"HUN";"skyblue";148557242,457;0,04498274499484;0;0,00669883769021833
"3. After edge filter";"Iceland";"Europe";"ISL";"ISL";"skyblue";7928581,455;0,00265320267653341;0;0,00323543706102418
"3. After edge filter";"Indonesia";"Asia";"IDN";"IDN";"gold";228041659,551;0,124521407517021;171;0,00683476703402345
"3. After edge filter";"Iran";"Asia";"IRN";"IRN";"gold";20988834,525;0,0078930105253827;0;0,00613899034838303
"3. After edge filter";"Iraq";"Asia";"IRQ";"IRQ";"gold";49729099,265;0,0403158595531375;0;0,00647113111304944
"3. After edge filter";"Ireland";"Europe";"IRL";"IRL";"skyblue";128198225,109;0,0980277456845052;0;0,00662106809522036
"3. After edge filter";"Israel";"Asia";"ISR";"ISR";"gold";83732047,607;0,0352299390166816;0;0,0063639732479529
"3. After edge filter";"Italy";"Europe";"ITA";"ITA";"skyblue";581309156,756;0,183406407360985;2017;0,00685303313866823
"3. After edge filter";"CÃ´te d'Ivoire";"Africa";"CIV";"CIV";"tomato";16227745,843;0,00582488420575698;169;0,00511003763649984
"3. After edge filter";"Jamaica";"Americas";"JAM";"JAM";"palegreen3";4350296,786;0,0021849015961031;0;0,00479079701276984
"3. After edge filter";"Japan";"Asia";"JPN";"JPN";"gold";710787480,181;0,355194106790855;0;0,00689798000241833
"3. After edge filter";"Kazakhstan";"Asia";"KAZ";"KAZ";"gold";67661916,662;0,0290428033786236;0;0,00659530612281812
"3. After edge filter";"Jordan";"Asia";"JOR";"JOR";"gold";18454994,336;0,00677130624611372;0;0,00557887560131461
"3. After edge filter";"Kenya";"Africa";"KEN";"KEN";"tomato";22425809,779;0,00558272882114386;0;0,00586702745789795
"3. After edge filter";"Dem. People's Rep. of Korea";"Asia";"PRK";"PRK";"gold";1816432,237;0,0010195147134242;0;0,00425228846961518
"3. After edge filter";"Rep. of Korea";"Asia";"KOR";"KOR";"gold";611629340,794;0,332688947795387;341;0,00688622893231955
"3. After edge filter";"Kuwait";"Asia";"KWT";"KWT";"gold";35489981,347;0,0201357861403539;0;0,00593977977936431
"3. After edge filter";"Kyrgyzstan";"Asia";"KGZ";"KGZ";"gold";26784435,111;0,0111094333992777;0;0,00651921260605741
"3. After edge filter";"Lao People's Dem. Rep.";"Asia";"LAO";"LAO";"gold";8114585,842;0,00478907295043891;0;0,00554267242124172
"3. After edge filter";"Lebanon";"Asia";"LBN";"LBN";"gold";12222196,538;0,00213763634488498;0;0,00451352589153728
"3. After edge filter";"Lesotho";"Africa";"LSO";"LSO";"tomato";1694375,644;0,00030774013225244;0;0,00378443649954868
"3. After edge filter";"Latvia";"Europe";"LVA";"LVA";"skyblue";21204627,41;0,00327328318973341;0;0,004706008693326
"3. After edge filter";"Liberia";"Africa";"LBR";"LBR";"tomato";22083050,413;0,00792153605944253;0;0,00641269760277719
"3. After edge filter";"Libya";"Africa";"LBY";"LBY";"tomato";19411714,229;0,00731660115180469;383;0,00524405465318843
"3. After edge filter";"Lithuania";"Europe";"LTU";"LTU";"skyblue";41455950,605;0,00843240352790879;360;0,0057327129565894
"3. After edge filter";"Luxembourg";"Europe";"LUX";"LUX";"skyblue";24847833,519;0,00625754449741586;0;0,0058709485667235
"3. After edge filter";"China, Macao SAR";"Asia";"MAC";"MAC";"gold";10565533,77;0,00322822579318034;0;0,00542510760914632
"3. After edge filter";"Madagascar";"Africa";"MDG";"MDG";"tomato";3745186,036;0,00136828923485425;0;0,00370621355557355
"3. After edge filter";"Malawi";"Africa";"MWI";"MWI";"tomato";2037971,711;0,000311584327005387;0;0,00213769349654125
"3. After edge filter";"Malaysia";"Asia";"MYS";"MYS";"gold";301049998,811;0,169693939731653;170;0,00683541311182483
"3. After edge filter";"Maldives";"Asia";"MDV";"MDV";"gold";3213215,028;0,000616780739840103;0;0,00304686452681452
"3. After edge filter";"Mali";"Africa";"MLI";"MLI";"tomato";4669522,089;0,000575052598002337;0;0,0034084756244518
"3. After edge filter";"Malta";"Europe";"MLT";"MLT";"skyblue";13730348,009;0,003781877382717;0;0,00515104084329271
"3. After edge filter";"Mauritania";"Africa";"MRT";"MRT";"tomato";3677990,44;0,00166265012561378;0;0,00327621672242867
"3. After edge filter";"Mauritius";"Africa";"MUS";"MUS";"tomato";4462503,899;0,00111320727106756;0;0,00368375118004678
"3. After edge filter";"Mexico";"Americas";"MEX";"MEX";"palegreen3";561913758,59;0,528942145122774;0;0,00693796118221247
"3. After edge filter";"Other Asia, nes";"Asia";NA;"Oth";"gold";346756072,637;0,229952992718765;0;0,00683499560519512
"3. After edge filter";"Mongolia";"Asia";"MNG";"MNG";"gold";7046431,553;0,009277416160443;0;0,00550292803014668
"3. After edge filter";"Rep. of Moldova";"Europe";"MDA";"MDA";"skyblue";7670560,95;0,00116359881193786;0;0,00403002782732656
"3. After edge filter";"Montenegro";"Europe";"MNE";"MNE";"skyblue";3789208,376;0,000434166640515411;0;0,00328746906890267
"3. After edge filter";"Morocco";"Africa";"MAR";"MAR";"tomato";85115108,211;0,0219019975507522;0;0,00630365164024959
"3. After edge filter";"Mozambique";"Africa";"MOZ";"MOZ";"tomato";14101039,387;0,00376617156790102;0;0,00562732428426698
"3. After edge filter";"Oman";"Asia";"OMN";"OMN";"gold";23215842,682;0,0240906467069171;0;0,0057565766784815
"3. After edge filter";"Namibia";"Africa";"NAM";"NAM";"tomato";7221132,271;0,00209970084743223;0;0,00504101122690446
"3. After edge filter";"Nepal";"Asia";"NPL";"NPL";"gold";9350644,155;0,00192627326696351;0;0,00593638338600223
"3. After edge filter";"Netherlands";"Europe";"NLD";"NLD";"skyblue";687774087,258;0,212128737493771;784;0,0068858564044362
"3. After edge filter";"CuraÃ§ao";"Americas";"CUW";"CUW";"palegreen3";1110745,986;0,000465879028181913;0;0,00276530194480491
"3. After edge filter";"Aruba";"Americas";"ABW";"ABW";"palegreen3";849214,414;0,000397635665144517;0;0,00253013073911276
"3. After edge filter";"Saint Maarten";"Americas";"SXM";"SXM";"palegreen3";713275,633;0,000394727831680486;0;0,00259960219204247
"3. After edge filter";"Bonaire";"Americas";"BES";"BES";"palegreen3";486995,129;7,2742980083706e-05;0;0,00128417881816291
"3. After edge filter";"New Caledonia";"Oceania";"NCL";"NCL";"orchid";1212174,523;0,000512039358249157;0;0,00257406105817715
"3. After edge filter";"Vanuatu";"Oceania";"VUT";"VUT";"orchid";182064,08;0,000103519674809792;0;0,000927285183622831
"3. After edge filter";"New Zealand";"Oceania";"NZL";"NZL";"orchid";44999855,014;0,022287411623287;0;0,00620379976696037
"3. After edge filter";"Nicaragua";"Americas";"NIC";"NIC";"palegreen3";9923985,843;0,00537986119175951;0;0,00492821946609606
"3. After edge filter";"Niger";"Africa";"NER";"NER";"tomato";689073,623;0,000506556394980294;0;0,00152342879189644
"3. After edge filter";"Nigeria";"Africa";"NGA";"NGA";"tomato";48426908,735;0,0222814102382465;0;0,0064739521205258
"3. After edge filter";"Norway";"Europe";"NOR";"NOR";"skyblue";98298290,807;0,0399306769838693;1;0,00630889603358893
"3. After edge filter";"Marshall Isds";"Oceania";"MHL";"MHL";"orchid";11944717,664;0,00353878081181723;0;0,00582323261152516
"3. After edge filter";"Pakistan";"Asia";"PAK";"PAK";"gold";62473797,351;0,0194477978432787;0;0,00653598921032472
"3. After edge filter";"Panama";"Americas";"PAN";"PAN";"palegreen3";42809496,12;0,0115844997457528;0;0,00622244621955888
"3. After edge filter";"Papua New Guinea";"Oceania";"PNG";"PNG";"orchid";4954553,406;0,00389973846453197;0;0,00394974823298002
"3. After edge filter";"Paraguay";"Americas";"PRY";"PRY";"palegreen3";15381776,878;0,00485323423642023;0;0,0057384764591547
"3. After edge filter";"Peru";"Americas";"PER";"PER";"palegreen3";52073996,403;0,0370202200860576;0;0,00646354390286666
"3. After edge filter";"Philippines";"Asia";"PHL";"PHL";"gold";139727904,497;0,0592429738338882;0;0,00674425244366952
"3. After edge filter";"Poland";"Europe";"POL";"POL";"skyblue";399475766,125;0,11955863676344;906;0,00685246154308907
"3. After edge filter";"Portugal";"Europe";"PRT";"PRT";"skyblue";111996467,919;0,0259182337365249;171;0,00660817517475064
"3. After edge filter";"Guinea-Bissau";"Africa";"GNB";"GNB";"tomato";0;2,25502050153321e-05;0;NA
"3. After edge filter";"Timor-Leste";"Asia";"TLS";"TLS";"gold";651989,921;0,000152332247138222;0;0,00169100621512917
"3. After edge filter";"Qatar";"Asia";"QAT";"QAT";"gold";35125907,048;0,0259046648928502;0;0,00566918587835859
"3. After edge filter";"Romania";"Europe";"ROU";"ROU";"skyblue";137101659,72;0,0299533100835638;362;0,00663407933996106
"3. After edge filter";"Russian Federation";"Europe";"RUS";"RUS";"skyblue";199526898,584;0,142042352278679;169;0,00687345152302068
"3. After edge filter";"Rwanda";"Africa";"RWA";"RWA";"tomato";1256338,215;0,000318150342869014;0;0,00211009771954446
"3. After edge filter";"Saint Kitts and Nevis";"Americas";"KNA";"KNA";"palegreen3";141478,24;7,8294275482661e-05;0;0,000735694614022052
"3. After edge filter";"Saint Lucia";"Americas";"LCA";"LCA";"palegreen3";912135,816;0,000504777362621318;0;0,0030111250752492
"3. After edge filter";"Saudi Arabia";"Asia";"SAU";"SAU";"gold";220645793,208;0,107449019180048;934;0,00680574363868917
"3. After edge filter";"Senegal";"Africa";"SEN";"SEN";"tomato";14089130,831;0,00349355328364588;0;0,00523755813741156
"3. After edge filter";"Serbia";"Europe";"SRB";"SRB";"skyblue";40426288,074;0,00880828635484078;170;0,00564914457435313
"3. After edge filter";"Seychelles";"Africa";"SYC";"SYC";"tomato";528722,115;5,01538792904665e-05;0;0,00214544718157043
"3. After edge filter";"Sierra Leone";"Africa";"SLE";"SLE";"tomato";1152014,625;0,000890286829786297;0;0,00282579005062303
"3. After edge filter";"India";"Asia";"IND";"IND";"gold";688381978,147;0,204481347299331;2392;0,00689632818625421
"3. After edge filter";"Singapore";"Asia";"SGP";"SGP";"gold";423312086,149;0,148876302372797;170;0,00680832505204423
"3. After edge filter";"Slovakia";"Europe";"SVK";"SVK";"skyblue";111150429,391;0,0312902875956311;0;0,00652405210708209
"3. After edge filter";"Viet Nam";"Asia";"VNM";"VNM";"gold";374952124,077;0,265316926893092;0;0,00689371321049787
"3. After edge filter";"Slovenia";"Europe";"SVN";"SVN";"skyblue";69509280,641;0,0160440190331965;0;0,00642140892016263
"3. After edge filter";"Somalia";"Africa";"SOM";"SOM";"tomato";2282019,668;0,000599853199644276;0;0,00314749142014366
"3. After edge filter";"South Africa";"Africa";"ZAF";"ZAF";"tomato";98930498,945;0,0495863143059329;1745;0,0065932234656006
"3. After edge filter";"Zimbabwe";"Africa";"ZWE";"ZWE";"tomato";8279856,283;0,00203103269373372;0;0,00512642568161596
"3. After edge filter";"Spain";"Europe";"ESP";"ESP";"skyblue";455509588,477;0,124829000725;1071;0,00681292770642526
"3. After edge filter";"South Sudan";"Africa";"SSD";"SSD";"tomato";876060,434;0,000235020242255891;0;0,0018154586734525
"3. After edge filter";"Sudan";"Africa";"SDN";"SDN";"tomato";3035638,827;0,000932577182430652;0;0,00287548824793829
"3. After edge filter";"Suriname";"Americas";"SUR";"SUR";"palegreen3";957975,698;0,000504319040048689;0;0,00162706397273317
"3. After edge filter";"Eswatini";"Africa";"SWZ";"SWZ";"tomato";1689392,802;8,73593466534846e-05;0;0,00396477172662348
"3. After edge filter";"Sweden";"Europe";"SWE";"SWE";"skyblue";178790837,869;0,0535828165535208;2;0,00667106968775774
"3. After edge filter";"Switzerland";"Europe";"CHE";"CHE";"skyblue";382738978,098;0,146811469274211;1696;0,00683453116081118
"3. After edge filter";"Syria";"Asia";"SYR";"SYR";"gold";3043459,386;0,000324852721562034;0;0,00446866333973004
"3. After edge filter";"Tajikistan";"Asia";"TJK";"TJK";"gold";5817407,668;0,00196786417675101;0;0,0052694427845528
"3. After edge filter";"Thailand";"Asia";"THA";"THA";"gold";288481771,167;0,149621662490332;361;0,00685036614247113
"3. After edge filter";"Togo";"Africa";"TGO";"TGO";"tomato";9857119,154;0,00246509050345126;0;0,00513458315343327
"3. After edge filter";"Trinidad and Tobago";"Americas";"TTO";"TTO";"palegreen3";4438182,327;0,00452027856502548;0;0,00483351482468617
"3. After edge filter";"United Arab Emirates";"Asia";"ARE";"ARE";"gold";306618033,152;0,112345987218916;1313;0,00683619887215111
"3. After edge filter";"Tunisia";"Africa";"TUN";"TUN";"tomato";24044637,28;0,00669914326187805;0;0,00509165635977767
"3. After edge filter";"TÃ¼rkiye";"Asia";"TUR";"TUR";"gold";312267184,394;0,0816136118092354;1170;0,00677233556947606
"3. After edge filter";"Turkmenistan";"Asia";"TKM";"TKM";"gold";2717044,201;0,0052479339787775;0;0,00329373300818321
"3. After edge filter";"Turks and Caicos Isds";"Americas";"TCA";"TCA";"palegreen3";401836,65;0,000222377019774416;0;0,00174957574113364
"3. After edge filter";"Uganda";"Africa";"UGA";"UGA";"tomato";12148018,963;0,00243160150231924;361;0,00486376685434748
"3. After edge filter";"Ukraine";"Europe";"UKR";"UKR";"skyblue";69178874,23;0,0167011212983726;0;0,00635110048493574
"3. After edge filter";"North Macedonia";"Europe";"MKD";"MKD";"skyblue";10574160,886;0,00238870969337464;0;0,00365415177205572
"3. After edge filter";"Egypt";"Africa";"EGY";"EGY";"tomato";96802474,481;0,0220612707939885;0;0,0064917423525407
"3. After edge filter";"United Kingdom";"Europe";"GBR";"GBR";"skyblue";750428362,999;0,224313834082774;170;0,00688473625750992
"3. After edge filter";"United Rep. of Tanzania";"Africa";"TZA";"TZA";"tomato";18582351,564;0,0050952074021399;0;0,00582529802104993
"3. After edge filter";"USA";"Americas";"USA";"USA";"palegreen3";3129791542,85;1;12545;0,00696701087281356
"3. After edge filter";"Burkina Faso";"Africa";"BFA";"BFA";"tomato";4128648,322;0,00134615211512131;0;0,00319974300028903
"3. After edge filter";"Uruguay";"Americas";"URY";"URY";"palegreen3";10856445,367;0,00485944068661887;0;0,0049675453120386
"3. After edge filter";"Uzbekistan";"Asia";"UZB";"UZB";"gold";35872547,082;0,00994341393823668;0;0,00629273447116773
"3. After edge filter";"Venezuela";"Americas";"VEN";"VEN";"palegreen3";12382722,129;0,00948980925213753;0;0,00557228638264541
"3. After edge filter";"Yemen";"Asia";"YEM";"YEM";"gold";7188982,113;0,00157200857382821;0;0,00480539080120517
"3. After edge filter";"Zambia";"Africa";"ZMB";"ZMB";"tomato";10225702,102;0,00362994762043869;0;0,00486155891863333
"4. Backbone (disparity)";"Afghanistan";"Asia";"AFG";"AFG";"gold";4839555,97;0,000884350072400252;0;0,000417134941460505
"4. Backbone (disparity)";"Albania";"Europe";"ALB";"ALB";"skyblue";6309888,138;0,00130745268148946;0;0,000421807612160474
"4. Backbone (disparity)";"Algeria";"Africa";"DZA";"DZA";"tomato";29102939,951;0,0122717534340077;0;0,000437539005033584
"4. Backbone (disparity)";"American Samoa";"Oceania";"ASM";"ASM";"orchid";190397,78;1,47726748871781e-05;0;0,0002368149323584
"4. Backbone (disparity)";"Andorra";"Europe";"AND";"AND";"skyblue";1643105,676;0,000124598929868074;0;0,000417378756027892
"4. Backbone (disparity)";"Angola";"Africa";"AGO";"AGO";"tomato";11692982,694;0,0129948076708492;0;0,000425836039546717
"4. Backbone (disparity)";"Antigua and Barbuda";"Americas";"ATG";"ATG";"palegreen3";702989,145;0,000361789991955577;0;0,000375179971240173
"4. Backbone (disparity)";"Azerbaijan";"Asia";"AZE";"AZE";"gold";18699862,277;0,00517147655969178;0;0,000430573265869688
"4. Backbone (disparity)";"Argentina";"Americas";"ARG";"ARG";"palegreen3";45832020,756;0,0217656083625445;0;0,000437531911278983
"4. Backbone (disparity)";"Australia";"Oceania";"AUS";"AUS";"orchid";246570079,401;0,165419974180836;601;0,000440342407688285
"4. Backbone (disparity)";"Austria";"Europe";"AUT";"AUT";"skyblue";178137581,886;0,0652887694254858;0;0,000440296294479039
"4. Backbone (disparity)";"Bahamas";"Americas";"BHS";"BHS";"palegreen3";6419967,464;0,00376799394100282;0;0,000432542896470457
"4. Backbone (disparity)";"Bahrain";"Asia";"BHR";"BHR";"gold";12776328,883;0,00392751912521951;0;0,00042506870379114
"4. Backbone (disparity)";"Bangladesh";"Asia";"BGD";"BGD";"gold";48861061,087;0,0239861619558543;401;0,000439232353004932
"4. Backbone (disparity)";"Armenia";"Asia";"ARM";"ARM";"gold";13924910,61;0,00303053119505691;201;0,000436417792284558
"4. Backbone (disparity)";"Barbados";"Americas";"BRB";"BRB";"palegreen3";1772909,616;0,000641934076323601;201;0,000401139712582263
"4. Backbone (disparity)";"Belgium";"Europe";"BEL";"BEL";"skyblue";385303222,378;0,112896138842029;201;0,000440222975333805
"4. Backbone (disparity)";"Bermuda";"Americas";"BMU";"BMU";"palegreen3";3076807,783;0,000962939652820212;0;0,000422388532617748
"4. Backbone (disparity)";"Bhutan";"Asia";"BTN";"BTN";"gold";1287710,043;0,000182346214701288;0;0,00040993177975115
"4. Backbone (disparity)";"Bolivia (Plurinational State of)";"Americas";"BOL";"BOL";"palegreen3";7798355,379;0,00315486699627028;0;0,000423836834816974
"4. Backbone (disparity)";"Bosnia Herzegovina";"Europe";"BIH";"BIH";"skyblue";12751949,232;0,00220698629019024;0;0,000420551280996547
"4. Backbone (disparity)";"Botswana";"Africa";"BWA";"BWA";"tomato";5303061,65;0,000905808697713236;0;0,00043044680618674
"4. Backbone (disparity)";"Brazil";"Americas";"BRA";"BRA";"palegreen3";217491739,346;0,150475111658774;801;0,00044031490538932
"4. Backbone (disparity)";"Belize";"Americas";"BLZ";"BLZ";"palegreen3";1272261,54;0,000647346936010917;0;0,000391037134666429
"4. Backbone (disparity)";"Solomon Isds";"Oceania";"SLB";"SLB";"orchid";382703,527;0,000321326563742904;0;0,0003089536953247
"4. Backbone (disparity)";"Br. Virgin Isds";"Americas";"VGB";"VGB";"palegreen3";826237,014;0,000333798729298269;0;0,00032558397362955
"4. Backbone (disparity)";"Brunei Darussalam";"Asia";"BRN";"BRN";"gold";6707547,619;0,00288296488599244;0;0,000425420116462662
"4. Backbone (disparity)";"Bulgaria";"Europe";"BGR";"BGR";"skyblue";37809464,066;0,0100920842516098;0;0,000434001103387227
"4. Backbone (disparity)";"Myanmar";"Asia";"MMR";"MMR";"gold";18290804,175;0,00858229777974057;0;0,000435938599960193
"4. Backbone (disparity)";"Burundi";"Africa";"BDI";"BDI";"tomato";348029,056;6,39719313651467e-05;0;0,000223420229855926
"4. Backbone (disparity)";"Belarus";"Europe";"BLR";"BLR";"skyblue";13177451,58;0,00464572401629128;0;0,000435004075778455
"4. Backbone (disparity)";"Cambodia";"Asia";"KHM";"KHM";"gold";32447842,07;0,0186710864642264;0;0,000438022532091911
"4. Backbone (disparity)";"Cameroon";"Africa";"CMR";"CMR";"tomato";5452080,199;0,00308213325502578;201;0,000430472999914742
"4. Backbone (disparity)";"Canada";"Americas";"CAN";"CAN";"palegreen3";453444199,365;0,452596712503692;201;0,000440824762196303
"4. Backbone (disparity)";"Cabo Verde";"Africa";"CPV";"CPV";"tomato";813235,186;9,26928150974611e-05;0;0,000363853482565724
"4. Backbone (disparity)";"Cayman Isds";"Americas";"CYM";"CYM";"palegreen3";5728190,627;0,00143090057756097;0;0,000424822180795849
"4. Backbone (disparity)";"Central African Rep.";"Africa";"CAF";"CAF";"tomato";573501,591;0,000146415220359432;0;0,000304172035436359
"4. Backbone (disparity)";"Sri Lanka";"Asia";"LKA";"LKA";"gold";14922371,489;0,0058915734191062;0;0,000432106429068845
"4. Backbone (disparity)";"Chad";"Africa";"TCD";"TCD";"tomato";845596,364;0,000988179185656248;0;0,000356162544578538
"4. Backbone (disparity)";"Chile";"Americas";"CHL";"CHL";"palegreen3";70260409,544;0,0530455868669272;0;0,000438897201653632
"4. Backbone (disparity)";"China";"Asia";"CHN";"CHN";"gold";2074707595,901;0,852188980579755;31147;0,000440856778102516
"4. Backbone (disparity)";"Colombia";"Americas";"COL";"COL";"palegreen3";47844078,524;0,0307618161970661;0;0,000438683935476335
"4. Backbone (disparity)";"Comoros";"Africa";"COM";"COM";"tomato";239191,917;5,80891301833616e-05;0;0,000232707862849961
